PRODUCTO,COLOR,GENERO,PRODUCTO_BASE64,PRODUCTOS_BASE64
57055791,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTU3OTEifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU1NzkxIn0gXSA=
57055790,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTU3OTAifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDU1NzkwIn0gXSA=
57055790,96,M,IHsgImMiOiAiOTYiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTU3OTAifSA=,IFsgeyAiYyI6ICI5NiIsICJpIjogIjU3MDU1NzkwIn0gXSA=
57055788,56,M,IHsgImMiOiAiNTYiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTU3ODgifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU1Nzg4In0gXSA=
57055788,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTU3ODgifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU1Nzg4In0gXSA=
57055787,43,H,IHsgImMiOiAiNDMiLCAiZyI6ICJIIiwgImkiOiAiNTcwNTU3ODcifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjU3MDU1Nzg3In0gXSA=
57055787,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwNTU3ODcifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU1Nzg3In0gXSA=
57055786,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTU3ODYifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDU1Nzg2In0gXSA=
57055786,56,M,IHsgImMiOiAiNTYiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTU3ODYifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU1Nzg2In0gXSA=
57055786,35,M,IHsgImMiOiAiMzUiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTU3ODYifSA=,IFsgeyAiYyI6ICIzNSIsICJpIjogIjU3MDU1Nzg2In0gXSA=
57055150,20,M,IHsgImMiOiAiMjAiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTUxNTAifSA=,IFsgeyAiYyI6ICIyMCIsICJpIjogIjU3MDU1MTUwIn0gXSA=
57055149,95,E,IHsgImMiOiAiOTUiLCAiZyI6ICJFIiwgImkiOiAiNTcwNTUxNDkifSA=,IFsgeyAiYyI6ICI5NSIsICJpIjogIjU3MDU1MTQ5In0gXSA=
57055148,91,F,IHsgImMiOiAiOTEiLCAiZyI6ICJGIiwgImkiOiAiNTcwNTUxNDgifSA=,IFsgeyAiYyI6ICI5MSIsICJpIjogIjU3MDU1MTQ4In0gXSA=
57055147,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTUxNDcifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU1MTQ3In0gXSA=
57055146,83,E,IHsgImMiOiAiODMiLCAiZyI6ICJFIiwgImkiOiAiNTcwNTUxNDYifSA=,IFsgeyAiYyI6ICI4MyIsICJpIjogIjU3MDU1MTQ2In0gXSA=
57055144,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTUxNDQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU1MTQ0In0gXSA=
57055144,PL,M,IHsgImMiOiAiUEwiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTUxNDQifSA=,IFsgeyAiYyI6ICJQTCIsICJpIjogIjU3MDU1MTQ0In0gXSA=
57055143,05,U,IHsgImMiOiAiMDUiLCAiZyI6ICJVIiwgImkiOiAiNTcwNTUxNDMifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDU1MTQzIn0gXSA=
57055142,94,F,IHsgImMiOiAiOTQiLCAiZyI6ICJGIiwgImkiOiAiNTcwNTUxNDIifSA=,IFsgeyAiYyI6ICI5NCIsICJpIjogIjU3MDU1MTQyIn0gXSA=
57055139,37,M,IHsgImMiOiAiMzciLCAiZyI6ICJNIiwgImkiOiAiNTcwNTUxMzkifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDU1MTM5In0gXSA=
57055139,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTUxMzkifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU1MTM5In0gXSA=
57055138,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTUxMzgifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU1MTM4In0gXSA=
57055137,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTUxMzcifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU1MTM3In0gXSA=
57055136,37,E,IHsgImMiOiAiMzciLCAiZyI6ICJFIiwgImkiOiAiNTcwNTUxMzYifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDU1MTM2In0gXSA=
57055133,95,P,IHsgImMiOiAiOTUiLCAiZyI6ICJQIiwgImkiOiAiNTcwNTUxMzMifSA=,IFsgeyAiYyI6ICI5NSIsICJpIjogIjU3MDU1MTMzIn0gXSA=
57054784,65,M,IHsgImMiOiAiNjUiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3ODQifSA=,IFsgeyAiYyI6ICI2NSIsICJpIjogIjU3MDU0Nzg0In0gXSA=
57054783,31,M,IHsgImMiOiAiMzEiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3ODMifSA=,IFsgeyAiYyI6ICIzMSIsICJpIjogIjU3MDU0NzgzIn0gXSA=
57054781,99,Q,IHsgImMiOiAiOTkiLCAiZyI6ICJRIiwgImkiOiAiNTcwNTQ3ODEifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NzgxIn0gXSA=
57054780,95,F,IHsgImMiOiAiOTUiLCAiZyI6ICJGIiwgImkiOiAiNTcwNTQ3ODAifSA=,IFsgeyAiYyI6ICI5NSIsICJpIjogIjU3MDU0NzgwIn0gXSA=
57054779,56,A,IHsgImMiOiAiNTYiLCAiZyI6ICJBIiwgImkiOiAiNTcwNTQ3NzkifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU0Nzc5In0gXSA=
57054779,09,A,IHsgImMiOiAiMDkiLCAiZyI6ICJBIiwgImkiOiAiNTcwNTQ3NzkifSA=,IFsgeyAiYyI6ICIwOSIsICJpIjogIjU3MDU0Nzc5In0gXSA=
57054778,56,A,IHsgImMiOiAiNTYiLCAiZyI6ICJBIiwgImkiOiAiNTcwNTQ3NzgifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU0Nzc4In0gXSA=
57054777,30,U,IHsgImMiOiAiMzAiLCAiZyI6ICJVIiwgImkiOiAiNTcwNTQ3NzcifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDU0Nzc3In0gXSA=
57054776,05,A,IHsgImMiOiAiMDUiLCAiZyI6ICJBIiwgImkiOiAiNTcwNTQ3NzYifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDU0Nzc2In0gXSA=
57054776,56,A,IHsgImMiOiAiNTYiLCAiZyI6ICJBIiwgImkiOiAiNTcwNTQ3NzYifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU0Nzc2In0gXSA=
57054774,78,P,IHsgImMiOiAiNzgiLCAiZyI6ICJQIiwgImkiOiAiNTcwNTQ3NzQifSA=,IFsgeyAiYyI6ICI3OCIsICJpIjogIjU3MDU0Nzc0In0gXSA=
57054773,50,M,IHsgImMiOiAiNTAiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3NzMifSA=,IFsgeyAiYyI6ICI1MCIsICJpIjogIjU3MDU0NzczIn0gXSA=
57054772,94,D,IHsgImMiOiAiOTQiLCAiZyI6ICJEIiwgImkiOiAiNTcwNTQ3NzIifSA=,IFsgeyAiYyI6ICI5NCIsICJpIjogIjU3MDU0NzcyIn0gXSA=
57054771,03,U,IHsgImMiOiAiMDMiLCAiZyI6ICJVIiwgImkiOiAiNTcwNTQ3NzEifSA=,IFsgeyAiYyI6ICIwMyIsICJpIjogIjU3MDU0NzcxIn0gXSA=
57054770,01,U,IHsgImMiOiAiMDEiLCAiZyI6ICJVIiwgImkiOiAiNTcwNTQ3NzAifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjU3MDU0NzcwIn0gXSA=
57054769,02,O,IHsgImMiOiAiMDIiLCAiZyI6ICJPIiwgImkiOiAiNTcwNTQ3NjkifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDU0NzY5In0gXSA=
57054768,69,Q,IHsgImMiOiAiNjkiLCAiZyI6ICJRIiwgImkiOiAiNTcwNTQ3NjgifSA=,IFsgeyAiYyI6ICI2OSIsICJpIjogIjU3MDU0NzY4In0gXSA=
57054767,TN,M,IHsgImMiOiAiVE4iLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3NjcifSA=,IFsgeyAiYyI6ICJUTiIsICJpIjogIjU3MDU0NzY3In0gXSA=
57054766,56,E,IHsgImMiOiAiNTYiLCAiZyI6ICJFIiwgImkiOiAiNTcwNTQ3NjYifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU0NzY2In0gXSA=
57054766,07,E,IHsgImMiOiAiMDciLCAiZyI6ICJFIiwgImkiOiAiNTcwNTQ3NjYifSA=,IFsgeyAiYyI6ICIwNyIsICJpIjogIjU3MDU0NzY2In0gXSA=
57054766,99,E,IHsgImMiOiAiOTkiLCAiZyI6ICJFIiwgImkiOiAiNTcwNTQ3NjYifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NzY2In0gXSA=
57054766,92,E,IHsgImMiOiAiOTIiLCAiZyI6ICJFIiwgImkiOiAiNTcwNTQ3NjYifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDU0NzY2In0gXSA=
57054766,85,E,IHsgImMiOiAiODUiLCAiZyI6ICJFIiwgImkiOiAiNTcwNTQ3NjYifSA=,IFsgeyAiYyI6ICI4NSIsICJpIjogIjU3MDU0NzY2In0gXSA=
57054765,52,D,IHsgImMiOiAiNTIiLCAiZyI6ICJEIiwgImkiOiAiNTcwNTQ3NjUifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjU3MDU0NzY1In0gXSA=
57054764,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3NjQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NzY0In0gXSA=
57054763,65,M,IHsgImMiOiAiNjUiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3NjMifSA=,IFsgeyAiYyI6ICI2NSIsICJpIjogIjU3MDU0NzYzIn0gXSA=
57054763,43,M,IHsgImMiOiAiNDMiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3NjMifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjU3MDU0NzYzIn0gXSA=
57054763,35,M,IHsgImMiOiAiMzUiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3NjMifSA=,IFsgeyAiYyI6ICIzNSIsICJpIjogIjU3MDU0NzYzIn0gXSA=
57054763,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3NjMifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NzYzIn0gXSA=
57054763,56,M,IHsgImMiOiAiNTYiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3NjMifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU0NzYzIn0gXSA=
57054763,40,M,IHsgImMiOiAiNDAiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3NjMifSA=,IFsgeyAiYyI6ICI0MCIsICJpIjogIjU3MDU0NzYzIn0gXSA=
57054763,91,M,IHsgImMiOiAiOTEiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3NjMifSA=,IFsgeyAiYyI6ICI5MSIsICJpIjogIjU3MDU0NzYzIn0gXSA=
57054763,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3NjMifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDU0NzYzIn0gXSA=
57054763,09,M,IHsgImMiOiAiMDkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3NjMifSA=,IFsgeyAiYyI6ICIwOSIsICJpIjogIjU3MDU0NzYzIn0gXSA=
57054763,70,M,IHsgImMiOiAiNzAiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ3NjMifSA=,IFsgeyAiYyI6ICI3MCIsICJpIjogIjU3MDU0NzYzIn0gXSA=
57054762,02,O,IHsgImMiOiAiMDIiLCAiZyI6ICJPIiwgImkiOiAiNTcwNTQ3NjIifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDU0NzYyIn0gXSA=
57054762,99,O,IHsgImMiOiAiOTkiLCAiZyI6ICJPIiwgImkiOiAiNTcwNTQ3NjIifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NzYyIn0gXSA=
57054761,93,H,IHsgImMiOiAiOTMiLCAiZyI6ICJIIiwgImkiOiAiNTcwNTQ3NjEifSA=,IFsgeyAiYyI6ICI5MyIsICJpIjogIjU3MDU0NzYxIn0gXSA=
57054760,43,H,IHsgImMiOiAiNDMiLCAiZyI6ICJIIiwgImkiOiAiNTcwNTQ3NjAifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjU3MDU0NzYwIn0gXSA=
57054759,02,Q,IHsgImMiOiAiMDIiLCAiZyI6ICJRIiwgImkiOiAiNTcwNTQ3NTkifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDU0NzU5In0gXSA=
57054758,30,A,IHsgImMiOiAiMzAiLCAiZyI6ICJBIiwgImkiOiAiNTcwNTQ3NTgifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDU0NzU4In0gXSA=
57054756,05,A,IHsgImMiOiAiMDUiLCAiZyI6ICJBIiwgImkiOiAiNTcwNTQ3NTYifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDU0NzU2In0gXSA=
57054756,85,A,IHsgImMiOiAiODUiLCAiZyI6ICJBIiwgImkiOiAiNTcwNTQ3NTYifSA=,IFsgeyAiYyI6ICI4NSIsICJpIjogIjU3MDU0NzU2In0gXSA=
57054435,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MzUifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NDM1In0gXSA=
57054435,43,M,IHsgImMiOiAiNDMiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MzUifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjU3MDU0NDM1In0gXSA=
57054434,43,M,IHsgImMiOiAiNDMiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MzQifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjU3MDU0NDM0In0gXSA=
57054433,65,M,IHsgImMiOiAiNjUiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MzMifSA=,IFsgeyAiYyI6ICI2NSIsICJpIjogIjU3MDU0NDMzIn0gXSA=
57054432,02,A,IHsgImMiOiAiMDIiLCAiZyI6ICJBIiwgImkiOiAiNTcwNTQ0MzIifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDU0NDMyIn0gXSA=
57054430,02,M,IHsgImMiOiAiMDIiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MzAifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDU0NDMwIn0gXSA=
57054429,02,M,IHsgImMiOiAiMDIiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MjkifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDU0NDI5In0gXSA=
57054427,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MjcifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NDI3In0gXSA=
57054426,02,E,IHsgImMiOiAiMDIiLCAiZyI6ICJFIiwgImkiOiAiNTcwNTQ0MjYifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDU0NDI2In0gXSA=
57054425,56,O,IHsgImMiOiAiNTYiLCAiZyI6ICJPIiwgImkiOiAiNTcwNTQ0MjUifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU0NDI1In0gXSA=
57054424,76,A,IHsgImMiOiAiNzYiLCAiZyI6ICJBIiwgImkiOiAiNTcwNTQ0MjQifSA=,IFsgeyAiYyI6ICI3NiIsICJpIjogIjU3MDU0NDI0In0gXSA=
57054423,02,U,IHsgImMiOiAiMDIiLCAiZyI6ICJVIiwgImkiOiAiNTcwNTQ0MjMifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDU0NDIzIn0gXSA=
57054422,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MjIifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NDIyIn0gXSA=
57054422,08,M,IHsgImMiOiAiMDgiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MjIifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjU3MDU0NDIyIn0gXSA=
57054421,56,D,IHsgImMiOiAiNTYiLCAiZyI6ICJEIiwgImkiOiAiNTcwNTQ0MjEifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU0NDIxIn0gXSA=
57054419,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MTkifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NDE5In0gXSA=
57054419,37,M,IHsgImMiOiAiMzciLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MTkifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDU0NDE5In0gXSA=
57054419,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MTkifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDU0NDE5In0gXSA=
57054418,80,E,IHsgImMiOiAiODAiLCAiZyI6ICJFIiwgImkiOiAiNTcwNTQ0MTgifSA=,IFsgeyAiYyI6ICI4MCIsICJpIjogIjU3MDU0NDE4In0gXSA=
57054417,02,O,IHsgImMiOiAiMDIiLCAiZyI6ICJPIiwgImkiOiAiNTcwNTQ0MTcifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDU0NDE3In0gXSA=
57054416,95,O,IHsgImMiOiAiOTUiLCAiZyI6ICJPIiwgImkiOiAiNTcwNTQ0MTYifSA=,IFsgeyAiYyI6ICI5NSIsICJpIjogIjU3MDU0NDE2In0gXSA=
57054416,56,O,IHsgImMiOiAiNTYiLCAiZyI6ICJPIiwgImkiOiAiNTcwNTQ0MTYifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU0NDE2In0gXSA=
57054415,37,M,IHsgImMiOiAiMzciLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MTUifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDU0NDE1In0gXSA=
57054415,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MTUifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDU0NDE1In0gXSA=
57054414,56,O,IHsgImMiOiAiNTYiLCAiZyI6ICJPIiwgImkiOiAiNTcwNTQ0MTQifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU0NDE0In0gXSA=
57054413,02,O,IHsgImMiOiAiMDIiLCAiZyI6ICJPIiwgImkiOiAiNTcwNTQ0MTMifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDU0NDEzIn0gXSA=
57054412,30,M,IHsgImMiOiAiMzAiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MTIifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDU0NDEyIn0gXSA=
57054411,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MTEifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NDExIn0gXSA=
57054411,30,M,IHsgImMiOiAiMzAiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MTEifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjU3MDU0NDExIn0gXSA=
57054410,46,M,IHsgImMiOiAiNDYiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MTAifSA=,IFsgeyAiYyI6ICI0NiIsICJpIjogIjU3MDU0NDEwIn0gXSA=
57054410,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MTAifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDU0NDEwIn0gXSA=
57054409,69,O,IHsgImMiOiAiNjkiLCAiZyI6ICJPIiwgImkiOiAiNTcwNTQ0MDkifSA=,IFsgeyAiYyI6ICI2OSIsICJpIjogIjU3MDU0NDA5In0gXSA=
57054408,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MDgifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NDA4In0gXSA=
57054407,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MDcifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NDA3In0gXSA=
57054406,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MDYifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NDA2In0gXSA=
57054405,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwNTQ0MDUifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU0NDA1In0gXSA=
57054405,37,H,IHsgImMiOiAiMzciLCAiZyI6ICJIIiwgImkiOiAiNTcwNTQ0MDUifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDU0NDA1In0gXSA=
57054405,02,H,IHsgImMiOiAiMDIiLCAiZyI6ICJIIiwgImkiOiAiNTcwNTQ0MDUifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjU3MDU0NDA1In0gXSA=
57054404,68,M,IHsgImMiOiAiNjgiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MDQifSA=,IFsgeyAiYyI6ICI2OCIsICJpIjogIjU3MDU0NDA0In0gXSA=
57054404,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MDQifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjU3MDU0NDA0In0gXSA=
57054404,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MDQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0NDA0In0gXSA=
57054402,49,M,IHsgImMiOiAiNDkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MDIifSA=,IFsgeyAiYyI6ICI0OSIsICJpIjogIjU3MDU0NDAyIn0gXSA=
57054402,85,M,IHsgImMiOiAiODUiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQ0MDIifSA=,IFsgeyAiYyI6ICI4NSIsICJpIjogIjU3MDU0NDAyIn0gXSA=
57054401,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNTcwNTQ0MDEifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjU3MDU0NDAxIn0gXSA=
57054401,08,H,IHsgImMiOiAiMDgiLCAiZyI6ICJIIiwgImkiOiAiNTcwNTQ0MDEifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjU3MDU0NDAxIn0gXSA=
57054401,39,H,IHsgImMiOiAiMzkiLCAiZyI6ICJIIiwgImkiOiAiNTcwNTQ0MDEifSA=,IFsgeyAiYyI6ICIzOSIsICJpIjogIjU3MDU0NDAxIn0gXSA=
57054400,50,F,IHsgImMiOiAiNTAiLCAiZyI6ICJGIiwgImkiOiAiNTcwNTQ0MDAifSA=,IFsgeyAiYyI6ICI1MCIsICJpIjogIjU3MDU0NDAwIn0gXSA=
57054399,95,F,IHsgImMiOiAiOTUiLCAiZyI6ICJGIiwgImkiOiAiNTcwNTQzOTkifSA=,IFsgeyAiYyI6ICI5NSIsICJpIjogIjU3MDU0Mzk5In0gXSA=
57054398,99,P,IHsgImMiOiAiOTkiLCAiZyI6ICJQIiwgImkiOiAiNTcwNTQzOTgifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0Mzk4In0gXSA=
57054397,50,M,IHsgImMiOiAiNTAiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQzOTcifSA=,IFsgeyAiYyI6ICI1MCIsICJpIjogIjU3MDU0Mzk3In0gXSA=
57054396,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQzOTYifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0Mzk2In0gXSA=
57054396,07,M,IHsgImMiOiAiMDciLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQzOTYifSA=,IFsgeyAiYyI6ICIwNyIsICJpIjogIjU3MDU0Mzk2In0gXSA=
57054395,92,Q,IHsgImMiOiAiOTIiLCAiZyI6ICJRIiwgImkiOiAiNTcwNTQzOTUifSA=,IFsgeyAiYyI6ICI5MiIsICJpIjogIjU3MDU0Mzk1In0gXSA=
57054394,15,D,IHsgImMiOiAiMTUiLCAiZyI6ICJEIiwgImkiOiAiNTcwNTQzOTQifSA=,IFsgeyAiYyI6ICIxNSIsICJpIjogIjU3MDU0Mzk0In0gXSA=
57054393,94,D,IHsgImMiOiAiOTQiLCAiZyI6ICJEIiwgImkiOiAiNTcwNTQzOTMifSA=,IFsgeyAiYyI6ICI5NCIsICJpIjogIjU3MDU0MzkzIn0gXSA=
57054392,91,M,IHsgImMiOiAiOTEiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQzOTIifSA=,IFsgeyAiYyI6ICI5MSIsICJpIjogIjU3MDU0MzkyIn0gXSA=
57054391,37,M,IHsgImMiOiAiMzciLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQzOTEifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjU3MDU0MzkxIn0gXSA=
57054390,TN,H,IHsgImMiOiAiVE4iLCAiZyI6ICJIIiwgImkiOiAiNTcwNTQzOTAifSA=,IFsgeyAiYyI6ICJUTiIsICJpIjogIjU3MDU0MzkwIn0gXSA=
57054389,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNTcwNTQzODkifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjU3MDU0Mzg5In0gXSA=
