PRODUCTO,COLOR,GENERO,PRODUCTO_BASE64,PRODUCTOS_BASE64
47027115,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMTUifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI3MTE1In0gXSA=
47027115,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMTUifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjQ3MDI3MTE1In0gXSA=
47027114,81,M,IHsgImMiOiAiODEiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMTQifSA=,IFsgeyAiYyI6ICI4MSIsICJpIjogIjQ3MDI3MTE0In0gXSA=
47027112,20,M,IHsgImMiOiAiMjAiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMTIifSA=,IFsgeyAiYyI6ICIyMCIsICJpIjogIjQ3MDI3MTEyIn0gXSA=
47027112,88,M,IHsgImMiOiAiODgiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMTIifSA=,IFsgeyAiYyI6ICI4OCIsICJpIjogIjQ3MDI3MTEyIn0gXSA=
47027111,08,M,IHsgImMiOiAiMDgiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMTEifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjQ3MDI3MTExIn0gXSA=
47027110,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMTAifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjQ3MDI3MTEwIn0gXSA=
47027109,30,M,IHsgImMiOiAiMzAiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMDkifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjQ3MDI3MTA5In0gXSA=
47027108,06,M,IHsgImMiOiAiMDYiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMDgifSA=,IFsgeyAiYyI6ICIwNiIsICJpIjogIjQ3MDI3MTA4In0gXSA=
47027108,61,M,IHsgImMiOiAiNjEiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMDgifSA=,IFsgeyAiYyI6ICI2MSIsICJpIjogIjQ3MDI3MTA4In0gXSA=
47027108,87,M,IHsgImMiOiAiODciLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMDgifSA=,IFsgeyAiYyI6ICI4NyIsICJpIjogIjQ3MDI3MTA4In0gXSA=
47027107,06,M,IHsgImMiOiAiMDYiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMDcifSA=,IFsgeyAiYyI6ICIwNiIsICJpIjogIjQ3MDI3MTA3In0gXSA=
47027107,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMDcifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI3MTA3In0gXSA=
47027105,37,M,IHsgImMiOiAiMzciLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMDUifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjQ3MDI3MTA1In0gXSA=
47027105,06,M,IHsgImMiOiAiMDYiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjcxMDUifSA=,IFsgeyAiYyI6ICIwNiIsICJpIjogIjQ3MDI3MTA1In0gXSA=
47026716,88,M,IHsgImMiOiAiODgiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjY3MTYifSA=,IFsgeyAiYyI6ICI4OCIsICJpIjogIjQ3MDI2NzE2In0gXSA=
47026716,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjY3MTYifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI2NzE2In0gXSA=
47026715,70,M,IHsgImMiOiAiNzAiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjY3MTUifSA=,IFsgeyAiYyI6ICI3MCIsICJpIjogIjQ3MDI2NzE1In0gXSA=
47026714,99,E,IHsgImMiOiAiOTkiLCAiZyI6ICJFIiwgImkiOiAiNDcwMjY3MTQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI2NzE0In0gXSA=
47026713,50,E,IHsgImMiOiAiNTAiLCAiZyI6ICJFIiwgImkiOiAiNDcwMjY3MTMifSA=,IFsgeyAiYyI6ICI1MCIsICJpIjogIjQ3MDI2NzEzIn0gXSA=
47026712,52,E,IHsgImMiOiAiNTIiLCAiZyI6ICJFIiwgImkiOiAiNDcwMjY3MTIifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjQ3MDI2NzEyIn0gXSA=
47026711,99,A,IHsgImMiOiAiOTkiLCAiZyI6ICJBIiwgImkiOiAiNDcwMjY3MTEifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI2NzExIn0gXSA=
47026710,08,H,IHsgImMiOiAiMDgiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjY3MTAifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjQ3MDI2NzEwIn0gXSA=
47026709,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjY3MDkifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjQ3MDI2NzA5In0gXSA=
47026709,52,H,IHsgImMiOiAiNTIiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjY3MDkifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjQ3MDI2NzA5In0gXSA=
47026708,02,E,IHsgImMiOiAiMDIiLCAiZyI6ICJFIiwgImkiOiAiNDcwMjY3MDgifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjQ3MDI2NzA4In0gXSA=
47026707,07,A,IHsgImMiOiAiMDciLCAiZyI6ICJBIiwgImkiOiAiNDcwMjY3MDcifSA=,IFsgeyAiYyI6ICIwNyIsICJpIjogIjQ3MDI2NzA3In0gXSA=
47026706,08,U,IHsgImMiOiAiMDgiLCAiZyI6ICJVIiwgImkiOiAiNDcwMjY3MDYifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjQ3MDI2NzA2In0gXSA=
47026704,46,M,IHsgImMiOiAiNDYiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjY3MDQifSA=,IFsgeyAiYyI6ICI0NiIsICJpIjogIjQ3MDI2NzA0In0gXSA=
47026328,88,M,IHsgImMiOiAiODgiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjYzMjgifSA=,IFsgeyAiYyI6ICI4OCIsICJpIjogIjQ3MDI2MzI4In0gXSA=
47026327,02,Q,IHsgImMiOiAiMDIiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjYzMjcifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjQ3MDI2MzI3In0gXSA=
47026325,99,Q,IHsgImMiOiAiOTkiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjYzMjUifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI2MzI1In0gXSA=
47026324,05,E,IHsgImMiOiAiMDUiLCAiZyI6ICJFIiwgImkiOiAiNDcwMjYzMjQifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjQ3MDI2MzI0In0gXSA=
47026323,50,Q,IHsgImMiOiAiNTAiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjYzMjMifSA=,IFsgeyAiYyI6ICI1MCIsICJpIjogIjQ3MDI2MzIzIn0gXSA=
47026322,TM,M,IHsgImMiOiAiVE0iLCAiZyI6ICJNIiwgImkiOiAiNDcwMjYzMjIifSA=,IFsgeyAiYyI6ICJUTSIsICJpIjogIjQ3MDI2MzIyIn0gXSA=
47026321,07,M,IHsgImMiOiAiMDciLCAiZyI6ICJNIiwgImkiOiAiNDcwMjYzMjEifSA=,IFsgeyAiYyI6ICIwNyIsICJpIjogIjQ3MDI2MzIxIn0gXSA=
47026320,52,Q,IHsgImMiOiAiNTIiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjYzMjAifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjQ3MDI2MzIwIn0gXSA=
47026319,43,P,IHsgImMiOiAiNDMiLCAiZyI6ICJQIiwgImkiOiAiNDcwMjYzMTkifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjQ3MDI2MzE5In0gXSA=
47026319,01,P,IHsgImMiOiAiMDEiLCAiZyI6ICJQIiwgImkiOiAiNDcwMjYzMTkifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjQ3MDI2MzE5In0gXSA=
47026318,TC,A,IHsgImMiOiAiVEMiLCAiZyI6ICJBIiwgImkiOiAiNDcwMjYzMTgifSA=,IFsgeyAiYyI6ICJUQyIsICJpIjogIjQ3MDI2MzE4In0gXSA=
47026317,99,Q,IHsgImMiOiAiOTkiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjYzMTcifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI2MzE3In0gXSA=
47026316,43,M,IHsgImMiOiAiNDMiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjYzMTYifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjQ3MDI2MzE2In0gXSA=
47026315,99,Q,IHsgImMiOiAiOTkiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjYzMTUifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI2MzE1In0gXSA=
47026314,37,Q,IHsgImMiOiAiMzciLCAiZyI6ICJRIiwgImkiOiAiNDcwMjYzMTQifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjQ3MDI2MzE0In0gXSA=
47026313,99,Q,IHsgImMiOiAiOTkiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjYzMTMifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI2MzEzIn0gXSA=
47026312,30,U,IHsgImMiOiAiMzAiLCAiZyI6ICJVIiwgImkiOiAiNDcwMjYzMTIifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjQ3MDI2MzEyIn0gXSA=
47026310,OR,M,IHsgImMiOiAiT1IiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjYzMTAifSA=,IFsgeyAiYyI6ICJPUiIsICJpIjogIjQ3MDI2MzEwIn0gXSA=
47026309,52,Q,IHsgImMiOiAiNTIiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjYzMDkifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjQ3MDI2MzA5In0gXSA=
47026307,52,Q,IHsgImMiOiAiNTIiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjYzMDcifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjQ3MDI2MzA3In0gXSA=
47026306,52,M,IHsgImMiOiAiNTIiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjYzMDYifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjQ3MDI2MzA2In0gXSA=
47026305,08,M,IHsgImMiOiAiMDgiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjYzMDUifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjQ3MDI2MzA1In0gXSA=
47026303,02,Q,IHsgImMiOiAiMDIiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjYzMDMifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjQ3MDI2MzAzIn0gXSA=
47026303,TC,Q,IHsgImMiOiAiVEMiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjYzMDMifSA=,IFsgeyAiYyI6ICJUQyIsICJpIjogIjQ3MDI2MzAzIn0gXSA=
47025973,05,M,IHsgImMiOiAiMDUiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU5NzMifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjQ3MDI1OTczIn0gXSA=
47025970,02,H,IHsgImMiOiAiMDIiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5NzAifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjQ3MDI1OTcwIn0gXSA=
47025969,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5NjkifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjQ3MDI1OTY5In0gXSA=
47025968,01,H,IHsgImMiOiAiMDEiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5NjgifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjQ3MDI1OTY4In0gXSA=
47025967,05,H,IHsgImMiOiAiMDUiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5NjcifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjQ3MDI1OTY3In0gXSA=
47025966,02,H,IHsgImMiOiAiMDIiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5NjYifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjQ3MDI1OTY2In0gXSA=
47025965,96,H,IHsgImMiOiAiOTYiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5NjUifSA=,IFsgeyAiYyI6ICI5NiIsICJpIjogIjQ3MDI1OTY1In0gXSA=
47025964,43,M,IHsgImMiOiAiNDMiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU5NjQifSA=,IFsgeyAiYyI6ICI0MyIsICJpIjogIjQ3MDI1OTY0In0gXSA=
47025963,01,H,IHsgImMiOiAiMDEiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5NjMifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjQ3MDI1OTYzIn0gXSA=
47025962,07,M,IHsgImMiOiAiMDciLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU5NjIifSA=,IFsgeyAiYyI6ICIwNyIsICJpIjogIjQ3MDI1OTYyIn0gXSA=
47025961,52,P,IHsgImMiOiAiNTIiLCAiZyI6ICJQIiwgImkiOiAiNDcwMjU5NjEifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjQ3MDI1OTYxIn0gXSA=
47025958,70,A,IHsgImMiOiAiNzAiLCAiZyI6ICJBIiwgImkiOiAiNDcwMjU5NTgifSA=,IFsgeyAiYyI6ICI3MCIsICJpIjogIjQ3MDI1OTU4In0gXSA=
47025954,70,U,IHsgImMiOiAiNzAiLCAiZyI6ICJVIiwgImkiOiAiNDcwMjU5NTQifSA=,IFsgeyAiYyI6ICI3MCIsICJpIjogIjQ3MDI1OTU0In0gXSA=
47025954,52,U,IHsgImMiOiAiNTIiLCAiZyI6ICJVIiwgImkiOiAiNDcwMjU5NTQifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjQ3MDI1OTU0In0gXSA=
47025953,32,M,IHsgImMiOiAiMzIiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU5NTMifSA=,IFsgeyAiYyI6ICIzMiIsICJpIjogIjQ3MDI1OTUzIn0gXSA=
47025952,CU,M,IHsgImMiOiAiQ1UiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU5NTIifSA=,IFsgeyAiYyI6ICJDVSIsICJpIjogIjQ3MDI1OTUyIn0gXSA=
47025951,05,P,IHsgImMiOiAiMDUiLCAiZyI6ICJQIiwgImkiOiAiNDcwMjU5NTEifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjQ3MDI1OTUxIn0gXSA=
47025950,56,A,IHsgImMiOiAiNTYiLCAiZyI6ICJBIiwgImkiOiAiNDcwMjU5NTAifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjQ3MDI1OTUwIn0gXSA=
47025950,02,A,IHsgImMiOiAiMDIiLCAiZyI6ICJBIiwgImkiOiAiNDcwMjU5NTAifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjQ3MDI1OTUwIn0gXSA=
47025949,52,P,IHsgImMiOiAiNTIiLCAiZyI6ICJQIiwgImkiOiAiNDcwMjU5NDkifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjQ3MDI1OTQ5In0gXSA=
47025946,07,E,IHsgImMiOiAiMDciLCAiZyI6ICJFIiwgImkiOiAiNDcwMjU5NDYifSA=,IFsgeyAiYyI6ICIwNyIsICJpIjogIjQ3MDI1OTQ2In0gXSA=
47025945,05,U,IHsgImMiOiAiMDUiLCAiZyI6ICJVIiwgImkiOiAiNDcwMjU5NDUifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjQ3MDI1OTQ1In0gXSA=
47025944,99,Q,IHsgImMiOiAiOTkiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjU5NDQifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI1OTQ0In0gXSA=
47025943,01,A,IHsgImMiOiAiMDEiLCAiZyI6ICJBIiwgImkiOiAiNDcwMjU5NDMifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjQ3MDI1OTQzIn0gXSA=
47025942,70,E,IHsgImMiOiAiNzAiLCAiZyI6ICJFIiwgImkiOiAiNDcwMjU5NDIifSA=,IFsgeyAiYyI6ICI3MCIsICJpIjogIjQ3MDI1OTQyIn0gXSA=
47025941,94,O,IHsgImMiOiAiOTQiLCAiZyI6ICJPIiwgImkiOiAiNDcwMjU5NDEifSA=,IFsgeyAiYyI6ICI5NCIsICJpIjogIjQ3MDI1OTQxIn0gXSA=
47025940,56,O,IHsgImMiOiAiNTYiLCAiZyI6ICJPIiwgImkiOiAiNDcwMjU5NDAifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjQ3MDI1OTQwIn0gXSA=
47025939,95,O,IHsgImMiOiAiOTUiLCAiZyI6ICJPIiwgImkiOiAiNDcwMjU5MzkifSA=,IFsgeyAiYyI6ICI5NSIsICJpIjogIjQ3MDI1OTM5In0gXSA=
47025937,70,U,IHsgImMiOiAiNzAiLCAiZyI6ICJVIiwgImkiOiAiNDcwMjU5MzcifSA=,IFsgeyAiYyI6ICI3MCIsICJpIjogIjQ3MDI1OTM3In0gXSA=
47025936,70,U,IHsgImMiOiAiNzAiLCAiZyI6ICJVIiwgImkiOiAiNDcwMjU5MzYifSA=,IFsgeyAiYyI6ICI3MCIsICJpIjogIjQ3MDI1OTM2In0gXSA=
47025935,91,P,IHsgImMiOiAiOTEiLCAiZyI6ICJQIiwgImkiOiAiNDcwMjU5MzUifSA=,IFsgeyAiYyI6ICI5MSIsICJpIjogIjQ3MDI1OTM1In0gXSA=
47025934,69,P,IHsgImMiOiAiNjkiLCAiZyI6ICJQIiwgImkiOiAiNDcwMjU5MzQifSA=,IFsgeyAiYyI6ICI2OSIsICJpIjogIjQ3MDI1OTM0In0gXSA=
47025933,02,P,IHsgImMiOiAiMDIiLCAiZyI6ICJQIiwgImkiOiAiNDcwMjU5MzMifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjQ3MDI1OTMzIn0gXSA=
47025932,56,P,IHsgImMiOiAiNTYiLCAiZyI6ICJQIiwgImkiOiAiNDcwMjU5MzIifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjQ3MDI1OTMyIn0gXSA=
47025931,91,H,IHsgImMiOiAiOTEiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MzEifSA=,IFsgeyAiYyI6ICI5MSIsICJpIjogIjQ3MDI1OTMxIn0gXSA=
47025930,74,A,IHsgImMiOiAiNzQiLCAiZyI6ICJBIiwgImkiOiAiNDcwMjU5MzAifSA=,IFsgeyAiYyI6ICI3NCIsICJpIjogIjQ3MDI1OTMwIn0gXSA=
47025929,02,F,IHsgImMiOiAiMDIiLCAiZyI6ICJGIiwgImkiOiAiNDcwMjU5MjkifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjQ3MDI1OTI5In0gXSA=
47025927,01,A,IHsgImMiOiAiMDEiLCAiZyI6ICJBIiwgImkiOiAiNDcwMjU5MjcifSA=,IFsgeyAiYyI6ICIwMSIsICJpIjogIjQ3MDI1OTI3In0gXSA=
47025926,05,H,IHsgImMiOiAiMDUiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MjYifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjQ3MDI1OTI2In0gXSA=
47025925,05,H,IHsgImMiOiAiMDUiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MjUifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjQ3MDI1OTI1In0gXSA=
47025924,02,Q,IHsgImMiOiAiMDIiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjU5MjQifSA=,IFsgeyAiYyI6ICIwMiIsICJpIjogIjQ3MDI1OTI0In0gXSA=
47025923,99,Q,IHsgImMiOiAiOTkiLCAiZyI6ICJRIiwgImkiOiAiNDcwMjU5MjMifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI1OTIzIn0gXSA=
47025922,37,H,IHsgImMiOiAiMzciLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MjIifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjQ3MDI1OTIyIn0gXSA=
47025922,52,H,IHsgImMiOiAiNTIiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MjIifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjQ3MDI1OTIyIn0gXSA=
47025922,08,H,IHsgImMiOiAiMDgiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MjIifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjQ3MDI1OTIyIn0gXSA=
47025921,52,P,IHsgImMiOiAiNTIiLCAiZyI6ICJQIiwgImkiOiAiNDcwMjU5MjEifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjQ3MDI1OTIxIn0gXSA=
47025921,56,P,IHsgImMiOiAiNTYiLCAiZyI6ICJQIiwgImkiOiAiNDcwMjU5MjEifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjQ3MDI1OTIxIn0gXSA=
47025921,99,P,IHsgImMiOiAiOTkiLCAiZyI6ICJQIiwgImkiOiAiNDcwMjU5MjEifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI1OTIxIn0gXSA=
47025919,08,U,IHsgImMiOiAiMDgiLCAiZyI6ICJVIiwgImkiOiAiNDcwMjU5MTkifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjQ3MDI1OTE5In0gXSA=
47025918,88,M,IHsgImMiOiAiODgiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU5MTgifSA=,IFsgeyAiYyI6ICI4OCIsICJpIjogIjQ3MDI1OTE4In0gXSA=
47025918,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU5MTgifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI1OTE4In0gXSA=
47025917,11,M,IHsgImMiOiAiMTEiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU5MTcifSA=,IFsgeyAiYyI6ICIxMSIsICJpIjogIjQ3MDI1OTE3In0gXSA=
47025916,37,H,IHsgImMiOiAiMzciLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MTYifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjQ3MDI1OTE2In0gXSA=
47025915,66,H,IHsgImMiOiAiNjYiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MTUifSA=,IFsgeyAiYyI6ICI2NiIsICJpIjogIjQ3MDI1OTE1In0gXSA=
47025914,52,H,IHsgImMiOiAiNTIiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MTQifSA=,IFsgeyAiYyI6ICI1MiIsICJpIjogIjQ3MDI1OTE0In0gXSA=
47025913,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MTMifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjQ3MDI1OTEzIn0gXSA=
47025911,50,H,IHsgImMiOiAiNTAiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MTEifSA=,IFsgeyAiYyI6ICI1MCIsICJpIjogIjQ3MDI1OTExIn0gXSA=
47025909,30,H,IHsgImMiOiAiMzAiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MDkifSA=,IFsgeyAiYyI6ICIzMCIsICJpIjogIjQ3MDI1OTA5In0gXSA=
47025906,99,H,IHsgImMiOiAiOTkiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MDYifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI1OTA2In0gXSA=
47025906,50,H,IHsgImMiOiAiNTAiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MDYifSA=,IFsgeyAiYyI6ICI1MCIsICJpIjogIjQ3MDI1OTA2In0gXSA=
47025906,45,H,IHsgImMiOiAiNDUiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MDYifSA=,IFsgeyAiYyI6ICI0NSIsICJpIjogIjQ3MDI1OTA2In0gXSA=
47025905,05,H,IHsgImMiOiAiMDUiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MDUifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjQ3MDI1OTA1In0gXSA=
47025904,56,H,IHsgImMiOiAiNTYiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MDQifSA=,IFsgeyAiYyI6ICI1NiIsICJpIjogIjQ3MDI1OTA0In0gXSA=
47025903,37,H,IHsgImMiOiAiMzciLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MDMifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjQ3MDI1OTAzIn0gXSA=
47025902,37,H,IHsgImMiOiAiMzciLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MDIifSA=,IFsgeyAiYyI6ICIzNyIsICJpIjogIjQ3MDI1OTAyIn0gXSA=
47025902,05,H,IHsgImMiOiAiMDUiLCAiZyI6ICJIIiwgImkiOiAiNDcwMjU5MDIifSA=,IFsgeyAiYyI6ICIwNSIsICJpIjogIjQ3MDI1OTAyIn0gXSA=
47025883,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU4ODMifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI1ODgzIn0gXSA=
47025882,61,M,IHsgImMiOiAiNjEiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU4ODIifSA=,IFsgeyAiYyI6ICI2MSIsICJpIjogIjQ3MDI1ODgyIn0gXSA=
47025881,99,M,IHsgImMiOiAiOTkiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU4ODEifSA=,IFsgeyAiYyI6ICI5OSIsICJpIjogIjQ3MDI1ODgxIn0gXSA=
47025880,40,M,IHsgImMiOiAiNDAiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU4ODAifSA=,IFsgeyAiYyI6ICI0MCIsICJpIjogIjQ3MDI1ODgwIn0gXSA=
47025879,55,M,IHsgImMiOiAiNTUiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU4NzkifSA=,IFsgeyAiYyI6ICI1NSIsICJpIjogIjQ3MDI1ODc5In0gXSA=
47025879,08,M,IHsgImMiOiAiMDgiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU4NzkifSA=,IFsgeyAiYyI6ICIwOCIsICJpIjogIjQ3MDI1ODc5In0gXSA=
47025878,88,M,IHsgImMiOiAiODgiLCAiZyI6ICJNIiwgImkiOiAiNDcwMjU4NzgifSA=,IFsgeyAiYyI6ICI4OCIsICJpIjogIjQ3MDI1ODc4In0gXSA=
47025877,53,U,IHsgImMiOiAiNTMiLCAiZyI6ICJVIiwgImkiOiAiNDcwMjU4NzcifSA=,IFsgeyAiYyI6ICI1MyIsICJpIjogIjQ3MDI1ODc3In0gXSA=
