PRODUCTO,COLOR,GENERO
37077732,05,M
37077729,92,M
37077728,99,M
37077727,88,M
37077726,52,M
37077724,97,M
37077723,99,F
37077722,99,M
37077722,30,M
37077720,TA,M
37077720,99,M
37077719,02,U
37077718,02,U
37077717,81,E
37077716,99,M
37077715,30,M
37077715,99,M
37077714,92,M
37077714,06,M
37077714,30,M
37077714,05,M
37077714,88,M
37077713,49,M
37077712,76,M
37077711,32,U
37077710,99,H
37077710,92,H
37077708,32,M
37077705,28,H
37077704,37,M
37077703,PL,M
37077702,37,H
37077702,99,H
37077674,37,H
37077623,70,M
37077623,52,M
37077623,99,M
37077623,02,M
37077623,09,M
37077112,12,M
37077111,99,M
37077110,PL,A
37077109,OR,A
37077108,99,A
37077107,49,Q
37077107,56,Q
37077105,02,M
37076720,70,Q
37076717,32,M
37076716,01,M
37076715,20,M
37076714,50,M
37076713,69,M
37076712,01,H
37076711,49,Q
37076710,02,M
37076710,80,M
37076709,99,M
37076708,01,Q
37076707,TM,M
37076706,85,A
37076705,91,Q
37076704,92,M
37076319,95,M
37076318,99,M
37076316,81,M
37076314,99,M
37076313,56,F
37076312,99,M
37076310,85,M
37076309,99,M
37076309,02,M
37076308,94,D
37076307,OR,Q
37076306,15,D
37076306,56,D
37076305,05,F
37076304,50,D
37076303,02,E
37076303,06,E
37076303,85,E
37075970,76,H
37075968,30,M
37075967,46,M
37075966,56,H
37075965,43,M
37075964,92,H
37075964,98,H
37075963,99,M
37075962,20,M
37075961,52,E
37075961,85,E
37075960,99,M
37075959,05,M
37075958,52,M
37075957,98,H
37075956,TM,M
37075955,PL,M
37075953,52,A
37075952,30,U
37075951,09,M
37075950,56,D
37075949,30,U
37075948,61,M
37075947,44,D
37075947,52,D
37075943,94,D
37075943,52,D
37075942,99,M
37075941,15,M
37075940,99,M
37075940,90,M
37075939,99,M
37075938,TU,M
37075937,12,M
37075937,88,M
37075936,OR,Q
37075935,OR,Q
37075934,OR,Q
37075933,52,M
37075933,28,M
37075932,35,H
37075931,09,M
37075930,52,M
37075930,43,M
37075929,09,M
37075928,99,M
37075927,91,Q
37075927,50,Q
37075926,20,M
37075925,99,M
37075925,37,M
37075924,56,M
37075924,85,M
37075924,37,M
37075923,99,H
37075922,94,H
37075921,56,D
37075919,37,H
37075918,30,U
37075917,08,U
37075917,35,U
37075917,76,U
37075916,37,H
37075916,07,H
37075915,35,A
37075915,96,A
37075914,56,H
37075913,01,P
37075913,28,P
37075913,91,P
37075913,56,P
37075912,35,U
37075912,08,U
37075912,30,U
37075911,99,H
37075910,37,H
37075910,99,H
37075909,37,M
37075908,05,M
37075907,56,H
37075907,99,H
37075906,99,M
37075906,03,M
37075906,69,M
37075906,09,M
37075905,09,H
37075904,99,H
37075903,95,P
37075835,37,M
37075834,30,M
37075833,PL,M
37075831,70,M
37075830,61,M
37075829,PL,M
37075828,99,M
37075826,09,M
37075826,99,M
37075825,37,A
37075824,99,M
37075824,88,M
37075823,99,M
37075822,30,Q
37075821,96,A
37075820,95,O
37075820,56,O
37075819,94,O
37075818,88,M
37075817,30,M
37075816,05,D
37075815,09,O
37075814,TM,D
37075763,99,M
37075148,TM,M
37075147,88,M
37075146,99,M
37075145,99,M
37075144,92,E
37075143,85,A
37075142,PL,M
37075140,99,M
37075139,37,P
37075138,69,M
37075136,02,O
37075135,02,Q
37075135,69,Q
37075134,50,Q
37075134,91,Q
37075134,08,Q
37075133,99,O
37075132,94,M
37075131,99,M
37075130,99,M
37075129,99,M
37074773,43,M
37074772,20,M
37074771,02,M
37074770,50,E
37074769,96,O
37074768,52,H
37074767,01,U
37074766,01,U
37074765,50,H
37074765,56,H
37074765,01,H
37074764,99,A
37074763,43,A
37074762,02,A
37074761,85,A
37074760,99,D
37074759,81,M
37074759,20,M
37074758,TM,O
37074757,85,U
37074756,37,P
37074755,95,A
37074755,30,A
37074755,99,A
37074754,56,D
37074754,92,D
37074754,07,D
37074753,TN,A
37074399,99,M
37074399,40,M
37074398,99,M
37074397,TM,M
37074396,02,M
37074395,70,M
37074394,TM,M
37074393,88,M
37074392,01,M
37074391,99,M
37074390,TM,P
37074389,40,Q
37074388,68,Q
37074387,99,M
37074386,56,O
37074385,TO,M
37074384,08,P
37074384,99,P
37074384,37,P
37074384,56,P
37074383,02,F
37074382,37,M
37074382,09,M
37074381,37,M
37074381,28,M
37074380,99,M
37074380,43,M
37074379,08,Q
37074378,03,M
37074377,70,M
37074377,31,M
37074377,99,M
37074064,05,M
37074063,61,A
37074062,99,M
37074061,99,M
37074060,88,M
37074060,99,M
37074059,43,M
37074058,99,M
37074057,56,M
37074057,99,M
37074056,85,M
37074056,52,M
37074056,07,M
37074054,07,A
37074053,30,M
37074053,99,M
37074052,85,A
37074051,78,M
37074051,99,M
37074051,09,M
37074050,56,U
37074049,01,M
37074048,02,D
37074047,02,A
37074046,05,U
37074045,68,A
37074044,79,U
37074043,08,U
37074042,TN,O
37074041,95,A
37074040,94,A
37074039,94,M
37074037,TM,O
37074037,TN,O
37074037,TO,O
37074036,99,M
37074035,99,M
37074035,01,M
37074034,30,U
37074033,92,E
37074032,85,U
37074032,57,U
37074031,08,H
37074030,02,M
37074029,85,U
37074028,65,M
37074028,40,M
37074027,91,E
37074027,02,E
37074026,05,U
37074025,05,U
37074024,32,M
37074024,81,M
37074023,56,U
37074022,20,H
37074021,76,M
37074020,70,M
37074019,94,O
37074018,15,M
37074018,02,M
37074017,43,M
37074017,20,M
37074016,99,H
37074015,94,M
37074015,05,M
37074014,99,M
37074014,88,M
37074013,32,M
37074013,05,M
37074011,05,M
37074010,12,M
37074010,99,M
37074009,61,M
37074006,52,M
37074006,76,M
37074005,81,A
37074005,02,A
37074004,OR,M
37074003,OR,M
37074002,50,F
37074002,81,F
37074002,40,F
37074001,99,H
37074001,56,H
37073855,01,M
37073854,70,M
37073853,30,M
37073852,88,M
37073851,99,M
37073850,99,M
37073849,99,M
37073848,05,U
37073848,92,U
37073848,28,U
37073847,TC,H
37073846,TO,M
37073845,99,Q
37073844,99,M
37073844,30,M
37073843,99,M
37073842,05,M
37073841,30,M
37073840,78,M
37073840,50,M
37073840,43,M
37073839,99,M
37073839,37,M
37073838,43,M
37073836,01,E
37073835,99,M
37073834,70,M
37073834,88,M
37073834,99,M
37073745,37,M
37073273,99,M
37073272,40,F
37073271,02,F
37073269,78,D
37073268,52,E
37073268,83,E
37073264,91,F
37073264,36,F
37073262,99,Q
37073262,05,Q
37073261,TM,E
37073260,99,Q
37073259,49,O
37073258,56,D
37073257,TM,Q
37073257,08,Q
37073257,TN,Q
37073257,TC,Q
37073256,56,O
37073255,01,Q
37073255,TC,Q
37073255,TM,Q
37073255,TG,Q
37073254,91,Q
37073253,28,O
37073253,56,O
37073253,15,O
37072888,01,H
37072885,09,O
37072885,52,O
37072884,43,M
37072883,OR,Q
37072882,02,A
37072882,85,A
37072882,95,A
37072881,43,M
37072881,68,M
37072879,05,Q
37072879,91,Q
37072879,40,Q
37072878,99,M
37072877,01,M
37072525,91,F
37072524,08,U
37072523,99,Q
37072523,01,Q
37072522,52,A
37072521,81,E
37072520,30,H
37072519,OR,Q
37072518,08,H
37072518,37,H
37072517,85,A
37072516,82,A
37072516,02,A
37072516,99,A
37072515,94,D
37072515,02,D
37072514,20,M
37072514,52,M
37072514,02,M
37072514,88,M
37072513,15,E
37072513,85,E
37072513,56,E
37072513,68,E
37072512,40,M
37072511,99,M
37072510,02,E
37072509,02,A
37072508,78,O
37072508,94,O
37072507,50,M
37072507,85,M
37072506,01,M
37072505,30,M
37072505,88,M
37072505,40,M
37072504,99,M
37072503,92,A
37072503,56,A
37072503,05,A
37072503,52,A
37072502,91,D
37072502,50,D
37072502,56,D
37072501,09,D
37072007,88,M
37072007,43,M
37072006,56,O
37072005,92,H
37072004,32,M
37072004,05,M
37072003,56,O
37072002,TM,A
37072002,TN,A
37071502,02,A
37071502,99,A
37071501,01,M
37071324,08,U
37071323,01,U
37071323,07,U
37071322,05,U
37071321,70,M
37071321,43,M
37071320,20,M
37071319,56,H
37071318,PL,M
37071317,76,U
37071317,35,U
37071317,05,U
37071316,52,U
37071316,68,U
37071316,43,U
37071316,08,U
37071315,99,M
37071314,08,Q
37071313,43,M
37071312,43,M
37071311,02,M
37071310,43,M
37071310,12,M
37071309,01,M
37071308,50,H
37071307,02,M
37071306,20,M
37071305,01,M
37071304,BL,M
37071303,30,U
37071302,88,M
37071301,61,M
37071300,99,M
37071298,52,M
37071297,68,M
37071297,14,M
37071296,70,M
37071295,43,M
37071293,52,M
37071291,70,Q
37071290,TG,H
37071288,02,A
37071287,OR,M
37071286,01,M
37071285,02,M
37071284,26,A
37071283,50,M
37071282,02,U
37071282,94,U
37071282,35,U
37071282,43,U
37071282,08,U
37071281,37,M
37071280,99,M
37071280,CU,M
37071279,85,E
37071278,95,F
37071277,46,M
37071276,28,U
37071276,59,U
37071275,99,M
37071275,88,M
37071275,08,M
37071274,56,E
37071273,05,E
37071272,56,H
37071271,01,Q
37071271,TC,Q
37071270,09,M
37070913,52,H
37070683,50,H
37070683,56,H
37070683,43,H
37070450,99,M
37070439,02,M
37070251,52,P
37070251,37,P
37070251,99,P
37070251,01,P
37070251,69,P
37070250,08,M
37070250,50,M
37069203,73,U
37069104,92,M
37069101,DC,M
37069090,05,M
37069077,08,M
37069064,70,A
37069026,98,M
37069025,27,U
37068629,30,U
37068261,99,M
37068260,43,M
37068259,99,M
37068258,08,Q
37068257,99,M
37068255,05,M
37068254,99,A
37067879,07,E
37067879,82,E
37067878,69,Q
37067878,92,Q
37067877,52,E
37067769,TM,M
37067768,01,M
37067766,12,M
37067765,43,M
37067764,76,M
37067763,11,M
37067762,15,M
37067761,30,M
37067760,TC,M
37067757,20,U
37067756,05,U
37067755,61,M
37067753,43,E
37067751,99,M
37067749,37,D
37067748,08,M
37067747,56,A
37067746,99,M
37067746,07,M
37067743,99,M
37067742,37,A
37067741,99,A
37067739,75,E
37067738,99,M
37067738,92,M
37067738,70,M
37067737,94,P
37067736,91,A
37067735,05,M
37067733,15,O
37067732,07,E
37067731,05,M
37067731,09,M
37067730,99,M
37067728,15,H
37067726,30,M
37067722,08,M
37067721,99,M
37067720,99,M
37067719,92,M
37067718,88,M
37067718,30,M
37067717,52,O
37067716,05,U
37067715,09,M
37067714,92,M
37067714,43,M
37067714,30,M
37067714,06,M
37067712,76,M
37067711,99,H
37067710,30,H
37067710,02,H
37067709,30,U
37067707,45,M
37067706,56,H
37067706,08,H
37067705,32,H
37067704,37,P
37067704,99,P
37067703,PL,M
37067685,35,H
37067668,56,H
37067668,95,H
37067112,15,M
37067111,52,A
37067110,99,A
37067109,OR,A
37067108,PL,A
37067107,99,M
37067105,50,A
37066720,52,Q
37066719,52,Q
37066717,99,M
37066716,09,M
37066715,TO,U
37066714,52,M
37066713,94,M
37066712,09,M
37066711,91,M
37066711,99,M
37066710,99,M
37066709,99,Q
37066708,92,Q
37066707,20,U
37066706,99,O
37066705,30,M
37066705,99,M
37066704,99,H
37066704,43,H
37066318,TM,M
37066317,95,A
37066316,70,M
37066315,02,O
37066314,PL,A
37066313,52,F
37066312,99,M
37066311,64,A
37066311,37,A
37066310,35,U
37066310,76,U
37066309,30,Q
37066308,99,M
37066307,09,O
37066306,99,A
37066305,02,E
37066304,43,D
37066303,99,A
37065970,08,U
37065969,85,M
37065968,69,M
37065968,08,M
37065967,43,M
37065965,99,M
37065965,70,M
37065964,99,M
37065963,99,M
37065962,99,M
37065961,02,A
37065960,99,M
37065958,52,M
37065957,70,M
37065956,74,Q
37065955,05,M
37065955,95,M
37065954,52,A
37065954,45,A
37065954,68,A
37065953,92,O
37065952,30,U
37065951,02,A
37065951,37,A
37065950,56,O
37065949,99,M
37065948,80,M
37065947,44,D
37065947,52,D
37065946,OR,Q
37065945,99,A
37065944,99,M
37065944,88,M
37065944,61,M
37065943,94,D
37065942,02,M
37065941,02,Q
37065940,90,M
37065940,99,M
37065940,53,M
37065939,06,U
37065937,05,M
37065935,PL,Q
37065934,OR,Q
37065933,30,U
37065932,01,H
37065932,99,H
37065931,77,M
37065930,77,M
37065929,43,M
37065929,07,M
37065928,85,M
37065927,99,M
37065926,20,M
37065925,99,M
37065925,37,M
37065924,20,M
37065924,50,M
37065924,85,M
37065923,08,Q
37065923,50,Q
37065923,02,Q
37065923,92,Q
37065922,94,H
37065922,08,H
37065921,50,M
37065921,05,M
37065919,94,H
37065918,35,U
37065918,76,U
37065918,08,U
37065917,76,U
37065917,35,U
37065917,08,U
37065916,TN,M
37065915,78,H
37065914,08,M
37065914,65,M
37065913,08,U
37065913,35,U
37065913,30,U
37065912,30,U
37065911,92,H
37065911,56,H
37065909,70,M
37065908,32,M
37065907,08,H
37065906,07,M
37065905,30,U
37065904,99,H
37065904,56,H
37065903,09,A
37065902,30,H
37065834,15,M
37065833,61,M
37065832,99,M
37065831,70,M
37065830,61,M
37065829,OR,M
37065828,40,A
37065827,99,M
37065826,99,M
37065825,99,M
37065824,05,M
37065824,68,M
37065823,99,M
37065821,99,M
37065820,99,M
37065819,37,M
37065819,05,M
37065818,88,M
37065818,56,M
37065817,30,M
37065815,99,A
37065814,05,D
37065813,46,M
37065813,99,M
37065719,CG,H
37065148,91,M
37065147,88,M
37065146,99,M
37065145,43,M
37065144,TM,A
37065144,TO,A
37065143,85,A
37065142,91,M
37065141,99,M
37065139,12,M
37065139,20,M
37065137,32,M
37065136,02,M
37065135,91,Q
37065135,99,Q
37065134,01,O
37065133,49,E
37065133,81,E
37065132,52,M
37065132,01,M
37065131,94,M
37065131,99,M
37064773,43,M
37064772,56,H
37064771,43,H
37064770,09,M
37064770,99,M
37064769,99,H
37064767,01,U
37064766,01,U
37064765,99,M
37064764,85,A
37064764,02,A
37064763,43,A
37064762,56,D
37064761,TG,D
37064759,68,A
37064759,05,A
37064759,99,A
37064758,85,A
37064758,02,A
37064757,02,O
37064756,07,M
37064756,32,M
37064756,30,M
37064756,99,M
37064756,96,M
37064755,91,A
37064755,05,A
37064754,99,E
37064754,56,E
37064754,82,E
37064753,56,H
37064753,99,H
37064753,03,H
37064399,TM,M
37064398,01,M
37064397,43,M
37064396,99,M
37064395,30,M
37064394,01,U
37064393,99,M
37064392,85,E
37064391,99,M
37064391,70,M
37064390,99,Q
37064389,37,O
37064388,68,Q
37064387,99,M
37064386,99,H
37064384,43,M
37064384,08,M
37064383,TN,O
37064383,TO,O
37064383,TG,O
37064383,TM,O
37064382,99,M
37064382,31,M
37064381,28,M
37064381,37,M
37064380,TN,M
37064379,52,M
37064379,99,M
37064378,99,M
37064377,56,D
37064377,40,D
37064066,02,E
37064065,99,M
37064064,05,M
37064063,PL,M
37064062,05,U
37064061,09,M
37064060,08,H
37064059,OR,M
37064058,PL,M
37064057,OR,M
37064056,40,A
37064055,52,A
37064055,85,A
37064054,99,M
37064052,85,A
37064050,56,U
37064049,99,A
37064049,02,A
37064048,69,H
37064047,79,U
37064047,52,U
37064046,94,O
37064045,68,A
37064044,05,U
37064043,94,O
37064042,43,M
37064041,70,O
37064041,95,O
37064041,52,O
37064039,37,H
37064038,TG,A
37064037,37,H
37064037,52,H
37064036,56,U
37064035,15,M
37064035,99,M
37064034,53,M
37064034,88,M
37064033,68,E
37064032,99,M
37064031,08,H
37064030,14,M
37064030,37,M
37064030,88,M
37064029,08,H
37064028,40,M
37064028,65,M
37064027,TM,O
37064025,TM,A
37064024,52,P
37064024,01,P
37064024,95,P
37064023,43,H
37064022,52,P
37064021,99,M
37064020,37,M
37064019,92,D
37064018,15,M
37064017,20,M
37064017,43,M
37064016,99,M
37064015,05,M
37064015,94,M
37064013,52,O
37064012,37,H
37064011,12,M
37064011,99,M
37064010,99,M
37064009,OR,M
37064008,76,D
37064008,52,D
37064006,99,M
37064004,PL,M
37064004,OR,M
37064003,03,F
37064001,99,H
37063856,TN,M
37063854,99,M
37063853,43,M
37063852,99,M
37063851,05,M
37063850,TM,M
37063849,TN,M
37063848,99,M
37063847,78,M
37063846,TO,H
37063845,35,M
37063845,05,M
37063844,56,D
37063843,05,M
37063842,99,M
37063842,05,M
37063841,79,M
37063840,37,M
37063840,07,M
37063839,99,M
37063838,99,M
37063837,TM,M
37063836,30,M
37063835,09,M
37063834,35,M
37063834,68,M
37063834,99,M
37063271,02,F
37063270,45,Q
37063269,99,E
37063268,30,Q
37063268,99,Q
37063266,OR,Q
37063265,07,F
37063264,36,F
37063264,91,F
37063263,02,F
37063263,81,F
37063261,52,Q
37063261,81,Q
37063261,79,Q
37063260,99,Q
37063259,50,E
37063258,51,A
37063258,89,A
37063257,11,Q
37063256,56,D
37063255,TC,Q
37063255,01,Q
37063254,82,A
37063253,91,D
37062888,05,U
37062887,91,F
37062887,07,F
37062886,40,F
37062886,81,F
37062885,08,U
37062884,02,M
37062883,OR,Q
37062882,51,A
37062882,99,A
37062881,43,M
37062881,68,M
37062880,85,M
37062879,99,Q
37062879,91,Q
37062878,01,D
37062878,50,D
37062877,56,O
37062525,99,M
37062523,81,A
37062520,01,H
37062520,51,H
37062520,11,H
37062520,44,H
37062519,OR,Q
37062518,09,E
37062517,02,A
37062516,85,E
37062515,54,F
37062515,07,F
37062515,38,F
37062515,91,F
37062514,01,P
37062513,94,E
37062513,56,E
37062512,OR,M
37062511,02,O
37062511,94,O
37062510,50,M
37062510,20,M
37062509,02,A
37062509,99,A
37062508,99,M
37062507,50,M
37062507,05,M
37062506,TN,H
37062505,99,M
37062504,99,M
37062503,92,A
37062502,91,A
37062502,81,A
37062502,56,A
37062502,50,A
37062501,TN,H
37062007,95,A
37062006,07,F
37062005,92,H
37062004,32,M
37062003,95,O
37062002,52,O
37062002,28,O
37062002,76,O
37062002,40,O
37062001,99,M
37061505,92,U
37061505,08,U
37061504,41,U
37061503,81,F
37061503,02,F
37061502,92,F
37061502,07,F
37061501,01,M
37061324,05,M
37061323,05,U
37061322,45,U
37061321,43,M
37061320,12,M
37061319,37,U
37061318,70,Q
37061316,88,M
37061315,02,M
37061314,43,M
37061313,TO,H
37061312,05,M
37061311,68,M
37061311,99,M
37061310,70,Q
37061308,43,M
37061307,12,M
37061306,20,M
37061305,61,M
37061304,30,U
37061303,30,U
37061302,35,U
37061302,96,U
37061302,94,U
37061302,83,U
37061302,05,U
37061302,08,U
37061300,52,M
37061298,76,U
37061297,08,M
37061296,99,M
37061296,85,M
37061295,43,M
37061294,05,M
37061293,TO,H
37061292,01,U
37061291,01,U
37061289,99,M
37061288,98,M
37061284,99,M
37061284,88,M
37061283,20,M
37061282,50,M
37061281,37,M
37061280,94,E
37061279,08,H
37061278,02,H
37061277,28,U
37061277,59,U
37061276,28,U
37061276,59,U
37061274,99,H
37061274,08,H
37061274,09,H
37061274,77,H
37061274,56,H
37061273,21,O
37061272,56,H
37061271,28,F
37061270,99,M
37061270,09,M
37061153,01,O
37061153,52,O
37061152,77,M
37061151,65,M
37061151,40,M
37061027,TO,A
37061027,TM,A
37061026,81,A
37061025,42,H
37060957,08,H
37060475,50,M
37060440,52,M
37060026,85,M
37059102,76,M
37059100,99,M
37059092,05,M
37059090,05,M
37059084,99,M
37059081,88,M
37059081,70,M
37059073,02,M
37059072,85,M
37059071,99,M
37059067,99,M
37058261,99,M
37058259,30,M
37058258,92,M
37058253,08,U
37057878,02,E
37057877,69,D
37057877,94,D
37057770,95,M
37057769,01,M
37057768,56,H
37057767,43,M
37057767,65,M
37057766,05,M
37057766,99,M
37057765,88,M
37057764,43,M
37057763,05,M
37057762,30,M
37057761,99,M
37057760,TC,M
37057759,43,M
37057758,43,M
37057756,43,M
37057755,99,H
37057755,56,H
37057754,37,P
37057752,37,E
37057751,07,F
37057751,91,F
37057750,35,M
37057749,56,O
37057747,57,M
37057747,92,M
37057742,89,A
37057741,99,A
37057740,92,A
37057739,99,A
37057738,91,Q
37057738,15,Q
37057738,52,Q
37057736,PL,M
37057735,09,M
37057735,88,M
37057735,05,M
37057734,37,E
37057733,05,M
37057731,99,M
37057728,30,M
37057728,88,M
37057727,43,M
37057727,99,M
37057726,02,O
37057726,15,O
37057725,07,M
37057725,78,M
37057724,48,M
37057723,02,O
37057722,37,Q
37057721,99,M
37057720,36,U
37057718,81,A
37057717,81,A
37057716,05,U
37057714,30,M
37057714,06,M
37057714,43,M
37057714,05,M
37057713,99,M
37057709,37,M
37057708,57,M
37057708,49,M
37057707,45,M
37057706,37,U
37057706,70,U
37057706,52,U
37057705,TG,M
37057703,56,H
37057703,99,H
37057112,01,H
37057111,OR,A
37057110,56,A
37057109,85,A
37057107,81,E
37057105,99,D
37056721,70,Q
37056718,32,M
37056717,92,M
37056716,52,M
37056715,94,M
37056714,52,M
37056713,99,M
37056709,99,E
37056708,56,M
37056707,20,U
37056706,68,U
37056706,37,U
37056706,52,U
37056706,OR,U
37056705,94,P
37056705,02,P
37056704,20,H
37056318,PL,M
37056316,70,M
37056315,88,M
37056314,99,M
37056313,61,M
37056312,07,A
37056312,85,A
37056311,99,M
37056310,02,E
37056309,30,Q
37056308,43,D
37056306,99,Q
37056306,02,Q
37056305,02,E
37056304,96,E
37056304,35,E
37056303,07,A
37056303,91,A
37055970,08,U
37055969,85,M
37055968,76,M
37055967,52,M
37055966,07,A
37055965,70,M
37055964,94,E
37055963,08,P
37055962,07,E
37055960,99,M
37055959,99,M
37055958,92,M
37055957,70,M
37055956,05,Q
37055955,37,O
37055955,02,O
37055954,76,A
37055953,92,D
37055952,52,D
37055952,44,D
37055951,09,M
37055950,85,E
37055949,OR,M
37055948,56,O
37055947,02,A
37055946,32,M
37055946,06,M
37055946,99,M
37055945,06,M
37055945,92,M
37055944,99,A
37055943,TU,M
37055942,99,M
37055940,99,M
37055940,37,M
37055939,88,M
37055938,49,H
37055936,OR,Q
37055935,OR,Q
37055934,OR,Q
37055932,TA,A
37055931,91,Q
37055931,50,Q
37055930,99,M
37055930,52,M
37055929,02,M
37055928,30,M
37055927,05,M
37055926,20,M
37055925,12,M
37055925,88,M
37055924,05,M
37055924,87,M
37055923,91,Q
37055923,05,Q
37055922,40,E
37055921,56,H
37055919,30,U
37055918,08,U
37055918,35,U
37055918,76,U
37055917,76,U
37055917,08,U
37055917,35,U
37055916,56,H
37055915,01,U
37055914,35,U
37055914,08,U
37055914,30,U
37055913,30,U
37055913,08,U
37055913,35,U
37055912,05,M
37055911,07,M
37055911,50,M
37055911,37,M
37055910,32,M
37055909,50,Q
37055909,81,Q
37055908,32,M
37055907,99,M
37055906,99,M
37055906,70,M
37055905,30,U
37055904,56,H
37055903,43,O
37055903,85,O
37055902,49,D
37055834,PL,M
37055831,61,M
37055830,50,M
37055829,85,A
37055828,40,A
37055827,99,M
37055826,99,M
37055825,99,M
37055824,99,M
37055823,37,M
37055822,01,M
37055822,85,M
37055821,99,M
37055820,99,M
37055819,99,A
37055818,06,Q
37055817,76,M
37055816,68,Q
37055816,50,Q
37055815,99,A
37055807,46,M
37055550,99,M
37055550,02,M
37055550,92,M
37055550,35,M
37055148,56,M
37055147,TC,P
37055147,TM,P
37055147,TG,P
37055146,95,E
37055145,09,M
37055144,52,M
37055144,71,M
37055143,OR,A
37055142,99,M
37055142,92,M
37055141,56,M
37055140,02,M
37055140,50,M
37055139,15,O
37055137,09,P
37055136,PL,M
37055135,07,M
37055135,78,M
37055135,85,M
37055134,08,A
37055133,99,O
37055132,05,M
37055131,30,M
37055131,02,M
37055131,68,M
37055130,37,Q
37055130,99,Q
37055130,56,Q
37055129,06,M
37055129,99,M
37054774,43,M
37054773,43,M
37054772,43,A
37054771,43,H
37054769,50,H
37054768,98,H
37054767,01,U
37054766,43,M
37054765,54,E
37054765,85,E
37054764,02,O
37054763,07,A
37054762,56,H
37054761,TM,O
37054760,30,U
37054758,30,U
37054758,43,U
37054757,92,U
37054756,61,Q
37054756,99,Q
37054756,52,Q
37054755,07,D
37054755,92,D
37054755,78,D
37054755,56,D
37054754,99,H
37054754,56,H
37054753,56,H
37054753,99,H
37054753,37,H
37054400,95,A
37054397,15,U
37054397,43,U
37054396,88,M
37054395,TM,M
37054394,01,U
37054393,30,M
37054392,99,M
37054392,70,M
37054391,88,M
37054390,05,Q
37054390,68,Q
37054388,99,M
37054386,52,H
37054385,92,O
37054383,91,F
37054383,50,F
37054383,02,F
37054383,16,F
37054382,52,E
37054381,99,M
37054380,31,M
37054379,99,M
37054379,52,M
37054378,99,A
37054378,30,A
37054378,94,A
37054377,02,A
37054377,50,A
37054377,81,A
37054377,16,A
37054066,30,M
37054065,43,M
37054065,30,M
37054064,76,M
37054062,92,H
37054061,99,H
37054060,OR,M
37054059,OR,M
37054058,OR,M
37054056,56,A
37054055,99,M
37054054,40,A
37054053,52,A
37054053,94,A
37054052,80,M
37054051,94,D
37054051,95,D
37054050,56,U
37054049,92,U
37054048,TM,E
37054048,TO,E
37054048,TC,E
37054047,99,E
37054046,07,A
37054046,94,A
37054045,06,U
37054044,94,O
37054043,68,A
37054043,TN,A
37054042,03,O
37054041,05,O
37054039,61,E
37054039,99,E
37054038,TG,O
37054037,76,U
37054036,56,U
37054035,15,M
37054035,99,M
37054034,53,M
37054033,85,M
37054032,11,M
37054031,43,M
37054031,61,M
37054031,30,M
37054031,02,M
37054031,40,M
37054031,99,M
37054030,35,M
37054030,99,M
37054029,91,E
37054028,05,U
37054027,99,A
37054026,05,U
37054025,01,H
37054024,56,U
37054023,95,P
37054022,01,M
37054021,20,U
37054020,77,O
37054019,95,U
37054019,15,U
37054018,15,M
37054017,99,H
37054016,30,M
37054015,09,M
37054015,99,M
37054013,99,M
37054013,02,M
37054012,15,U
37054012,85,U
37054012,05,U
37054011,01,H
37054010,83,M
37054009,09,Q
37054009,92,Q
37054009,99,Q
37054008,50,O
37054008,01,O
37054007,76,M
37054007,52,M
37054006,99,M
37054005,99,H
37054004,OR,M
37054003,30,H
37054003,99,H
37054002,56,H
37054002,37,H
37054001,99,H
37054001,91,H
37054001,56,H
37053855,TO,M
37053854,01,M
37053853,43,M
37053852,70,M
37053852,52,M
37053851,TN,M
37053850,05,U
37053850,92,U
37053850,28,U
37053849,28,U
37053849,05,U
37053849,92,U
37053848,TU,H
37053847,85,M
37053846,68,M
37053845,61,M
37053844,05,M
37053844,79,M
37053843,05,M
37053842,05,M
37053841,99,M
37053840,99,M
37053840,94,M
37053839,52,M
37053838,85,M
37053838,52,M
37053837,94,M
37053837,99,M
37053836,01,M
37053273,08,U
37053272,98,M
37053271,02,F
37053270,78,A
37053269,02,A
37053267,92,A
37053266,OR,Q
37053265,40,F
37053265,91,F
37053264,07,E
37053264,81,E
37053264,56,E
37053262,79,Q
37053261,99,Q
37053260,TM,A
37053259,52,A
37053258,99,Q
37053257,56,O
37053256,TO,Q
37053256,06,Q
37053256,TN,Q
37053256,01,Q
37053256,08,Q
37053256,37,Q
37053255,03,O
37053254,94,O
37053254,95,O
37052888,05,U
37052887,98,M
37052886,30,D
37052885,08,U
37052884,61,M
37052883,TA,F
37052882,02,O
37052881,99,M
37052881,43,M
37052881,70,M
37052881,69,M
37052880,02,M
37052879,69,M
37052879,08,M
37052878,37,O
37052878,52,O
37052878,76,O
37052877,TM,M
37052525,08,U
37052524,TM,M
37052523,40,D
37052522,02,D
37052521,99,H
37052520,94,H
37052519,OR,Q
37052518,98,M
37052517,99,M
37052516,BB,H
37052515,81,F
37052515,35,F
37052514,43,D
37052514,15,D
37052514,56,D
37052513,65,E
37052513,05,E
37052512,02,E
37052511,99,M
37052510,20,M
37052510,50,M
37052509,80,M
37052508,31,D
37052508,56,D
37052508,37,D
37052507,15,M
37052506,99,P
37052506,78,P
37052506,69,P
37052506,92,P
37052505,02,M
37052505,70,M
37052504,99,M
37052504,83,M
37052503,95,O
37052503,56,O
37052503,50,O
37052503,91,O
37052502,32,M
37052502,90,M
