PRODUCTO,COLOR,GENERO
57040805,02,H
57040804,99,H
57040803,07,H
57040802,30,H
57040801,91,H
57040800,99,H
57040799,99,H
57040798,01,H
57040797,94,H
57040796,70,H
57040796,56,H
57040796,09,H
57040795,07,H
57040794,30,H
57040792,01,H
57040792,50,H
57040792,83,H
57040792,51,H
57040792,99,H
57040792,56,H
57040792,30,H
57040791,99,H
57040791,01,H
57040790,12,H
57040789,CU,H
57040788,52,H
57040787,43,H
57040786,54,H
57040786,08,H
57040785,12,H
57040784,08,H
57040784,56,H
57040783,11,O
57040782,43,Q
57040782,02,Q
57040782,50,Q
57040780,81,M
57040780,40,M
57040779,59,Q
57040778,02,Q
57040777,01,A
57040777,TC,A
57040776,36,M
57040775,TO,Q
57040775,TC,Q
57040773,01,M
57040769,35,H
57040769,56,H
57040769,01,H
57040769,99,H
57040768,88,M
57040762,16,H
57040761,01,H
57040759,01,O
57040759,50,O
57040757,02,H
57040750,33,M
57040750,52,M
57040749,33,M
57040749,52,M
57040747,01,M
57040746,94,H
57040746,56,H
57040746,07,H
57040746,37,H
57040745,56,H
57040745,07,H
57040745,97,H
57040744,08,H
57040744,95,H
57040744,37,H
57040744,72,H
57040744,56,H
57040744,02,H
57040744,50,H
57040744,94,H
57040742,56,H
57040742,68,H
57040742,03,H
57040740,48,H
57040740,08,H
57040740,02,H
57040740,56,H
57040740,50,H
57040737,07,H
57040734,TM,H
57040730,88,M
57040730,36,M
57040729,99,M
57040728,88,M
57040728,36,M
57040724,TO,H
57040722,36,M
57040721,52,M
57040718,09,M
57040717,TN,H
57040716,99,H
57040713,99,H
57040711,56,H
57040708,50,H
57040707,01,H
57040706,50,H
57040705,56,H
57040704,52,M
57040699,30,M
57040699,14,M
57040695,TS,H
57040693,08,H
57040690,36,M
57040689,14,M
57040689,30,M
57040688,30,H
57040688,54,H
57040688,08,H
57040688,37,H
57040687,TL,H
57040686,TM,H
57040683,TC,H
57040682,32,H
57040682,43,H
57040682,01,H
57040682,99,H
57040681,43,H
57040681,05,H
57040681,99,H
57040680,99,H
57040680,08,H
57040679,99,H
57040679,02,H
57040678,TN,H
57040677,56,H
57040676,69,H
57040675,55,H
57040673,41,H
57040672,08,H
57040672,56,H
57040671,07,H
57040670,92,H
57040670,56,H
57040669,56,H
57040669,03,H
57040668,91,H
57040667,07,H
57040666,69,H
57040665,50,H
57040664,99,H
57040663,30,H
57040662,56,H
57040662,30,H
57040662,37,H
57040662,08,H
57040661,32,H
57040661,69,H
57040661,09,H
57040661,08,H
57040661,37,H
57040660,16,H
57040660,78,H
57040659,OR,H
57040658,32,H
57040657,56,H
57040656,99,H
57040655,OR,H
57040654,99,H
57040654,32,H
57040654,16,H
57040652,49,H
57040652,56,H
57040651,52,H
57040650,78,H
57040650,08,H
57040650,49,H
57040650,99,H
57040643,99,H
57040643,01,H
57040640,01,H
57040632,31,H
57040631,52,H
57040631,12,H
57040621,01,H
57040621,83,H
57040621,07,H
57040621,37,H
57040621,12,H
57040600,32,M
57040598,99,M
57040591,32,M
57040579,32,M
57040577,08,H
57040577,16,H
57040576,76,H
57040576,95,H
57040576,92,H
57040575,56,H
57040575,37,H
57040575,16,H
57040574,31,H
57040574,56,H
57040574,01,H
57040574,37,H
57040573,03,H
57040573,56,H
57040572,56,H
57040571,05,H
57040571,56,H
57040571,54,H
57040571,37,H
57040570,56,H
57040570,01,H
57040570,05,H
57040570,37,H
57040570,54,H
57040568,16,H
57040568,37,H
57040568,56,H
57040568,08,H
57040568,02,H
57040567,35,H
57040567,56,H
57040567,33,H
57040567,01,H
57040567,08,H
57040567,06,H
57040567,38,H
57040567,54,H
57040567,99,H
57040566,59,H
57040566,08,H
57040565,99,H
57040565,01,H
57040565,08,H
57040564,01,H
57040563,92,H
57040562,56,H
57040560,56,H
57040560,07,H
57040559,99,H
57040558,56,H
57040557,99,H
57040556,56,H
57040555,CG,H
57040555,08,H
57040555,56,H
57040555,37,H
57040554,08,H
57040553,52,H
57040552,54,H
57040551,56,H
57040551,35,H
57040551,02,H
57040550,08,H
57040547,56,H
57040547,37,H
57040545,40,H
57040544,50,H
57040495,99,M
57040495,80,M
57040465,99,Q
57040464,99,M
57040463,52,M
57040463,99,M
57040462,20,M
57040461,21,M
57040459,99,M
57040458,20,M
57040457,21,M
57040456,02,A
57040455,87,A
57040454,81,M
57040453,05,M
57040452,52,M
57040451,01,M
57040450,05,A
57040450,85,A
57040449,52,M
57040442,02,Q
57040410,20,M
57040388,02,A
57040387,52,M
57040386,52,M
57040385,46,M
57040383,52,M
57040382,52,M
57040381,52,M
57040380,07,F
57040379,05,M
57040378,43,M
57040378,15,M
57040377,70,M
57040376,OR,M
57040375,87,A
57040375,45,A
57040374,94,F
57040373,26,E
57040372,46,A
57040371,46,A
57040370,12,A
57040369,87,A
57040368,01,A
57040367,05,M
57040366,01,M
57040365,05,M
57040365,69,M
57040365,85,M
57040365,99,M
57040364,BL,M
57040363,01,M
57040363,20,M
57040361,52,O
57040360,01,M
57040359,01,M
57040358,01,M
57040357,43,M
57040356,99,M
57040355,47,U
57040354,07,Q
57040353,07,U
57040353,01,U
57040352,02,O
57040351,01,U
57040351,30,U
57040340,90,M
57040326,52,M
57040326,88,M
57040324,OR,M
57040323,52,M
57040323,70,M
57040322,99,M
57040322,05,M
57040321,12,M
57040320,99,M
57040319,61,M
57040318,20,M
57040318,01,M
57040317,20,M
57040317,02,M
57040315,17,M
57040314,52,M
57040314,12,M
57040313,TO,M
57040312,99,M
57040312,05,M
57040311,TM,M
57040310,02,M
57040309,TN,M
57040308,01,M
57040307,02,M
57040306,01,M
57040305,01,M
57040304,07,M
57040303,OR,Q
57040302,35,M
57040302,99,M
57040301,43,M
57040300,OR,M
57040299,43,M
57040297,99,M
57040297,43,M
57040296,99,M
57040296,70,M
57040295,TM,M
57040294,TN,M
57040293,02,M
57040292,TC,M
57040291,TM,M
57040290,01,M
57040289,TM,M
57040288,01,M
57040287,45,E
57040286,TC,M
57040285,01,M
57040284,45,M
57040282,07,M
57040281,85,Q
57040280,52,Q
57040279,07,M
57040278,99,M
57040277,35,M
57040277,99,M
57040276,30,M
57040276,99,M
57040275,OR,M
57040274,OR,M
57040274,PL,M
57040273,99,M
57040272,99,M
57040272,17,M
57040271,99,M
57040270,TM,A
57040267,30,M
57040267,52,M
57040266,52,M
57040264,47,U
57040262,70,M
57040262,01,M
57040261,28,A
57040260,05,M
57040260,99,M
57040258,02,M
57040258,99,M
57040257,02,M
57040257,99,M
57040256,01,M
57040255,99,M
57040254,99,M
57040254,05,M
57040253,99,M
57040252,99,M
57040251,02,M
57040251,50,M
57040250,20,M
57040239,83,M
57040236,02,U
57040232,02,U
57040214,52,M
57040177,PL,U
57040176,PL,U
57040174,02,Q
57040173,02,Q
57040172,99,M
57040171,02,M
57040171,99,M
57040170,99,M
57040169,TN,M
57040168,30,U
57040167,TN,M
57040166,99,M
57040165,68,M
57040165,02,M
57040164,99,M
57040164,02,M
57040163,02,M
57040163,99,M
57040162,07,M
57040161,TC,M
57040160,02,U
57040159,02,U
57040158,88,M
57040158,99,M
57040156,09,M
57040156,02,M
57040156,99,M
57040155,52,M
57040153,52,M
57040151,02,U
57040150,02,U
57040133,56,M
57040133,02,M
57040132,99,M
57040132,83,M
57040108,80,M
57040105,06,M
57040094,56,M
57040094,99,M
57040085,65,M
57040084,43,M
57040082,85,A
57040081,10,M
57040078,88,M
57040075,88,M
57040074,88,M
57040073,05,M
57040072,52,M
57040071,08,M
57040070,OR,M
57040069,OR,M
57040068,61,Q
57040067,85,A
57040064,52,A
57040063,85,A
57040062,OR,Q
57040061,OR,Q
57040060,PL,Q
57040059,OR,Q
57040058,OR,Q
57040057,PL,M
57040056,12,A
57040055,OR,Q
57040054,OR,Q
57040053,OR,Q
57040052,OR,Q
57040049,68,M
57040048,OR,M
57040047,OR,M
57040046,PL,M
57040045,PL,M
57040044,OR,M
57040043,01,M
57040042,PL,M
57040041,70,U
57040040,70,U
57040039,70,U
57040038,88,M
57040037,99,M
57040037,20,M
57040036,01,M
57040035,01,M
57040034,06,M
57040033,82,M
57040032,32,M
57040031,12,M
57040030,88,M
57040028,11,M
57040027,52,M
57040026,30,M
57040025,05,H
57039805,99,M
57039407,52,U
57038280,92,M
57038271,98,M
57038267,99,M
57037901,79,Q
57037764,06,U
57037763,79,M
57037761,08,U
57037760,08,U
57037759,08,U
57037758,08,U
57037756,02,A
57037752,99,A
57037750,TM,M
57037748,PL,M
57037741,94,M
57037741,99,M
57037733,56,O
57037726,02,U
57037726,43,U
57037725,02,U
57037725,43,U
57037717,01,M
57037716,92,U
57037715,01,U
57037713,05,M
57037712,99,M
57037710,30,H
57037705,TA,H
57037126,05,M
57037125,02,M
57037124,95,E
57037122,OR,Q
57037121,OR,Q
57037118,01,M
57037118,76,M
57037115,99,A
57037114,61,A
57037113,05,D
57037112,37,O
57037111,37,D
57036727,52,U
57036727,56,U
57036727,OR,U
57036727,78,U
57036725,52,Q
57036724,52,Q
57036723,07,O
57036722,43,F
57036721,94,D
57036720,99,O
57036719,35,D
57036718,02,E
57036718,60,E
57036718,51,E
57036717,70,O
57036716,PL,M
57036713,08,M
57036712,37,H
57036712,77,H
57036711,95,F
57036710,08,F
57036316,05,M
57036315,02,U
57036314,CG,M
57036313,56,U
57036311,56,U
57036310,99,M
57036309,01,M
57036308,02,F
57036032,05,M
57036030,02,U
57036029,99,H
57036028,68,M
57036027,52,U
57036027,30,U
57036026,05,M
57036025,32,U
57036023,92,M
57036022,05,M
57036021,TO,M
57036020,DI,M
57036019,70,H
57036018,56,M
57036018,08,M
57036017,99,M
57036014,30,U
57036014,92,U
57036011,99,M
57036010,99,Q
57036009,99,Q
57036007,02,A
57036006,OR,M
57036005,PL,M
57036004,OR,M
57036003,99,Q
57036002,30,H
57036002,92,H
57036001,92,O
57036000,56,H
57036000,92,H
57036000,30,H
57035999,68,A
57035998,92,D
57035997,07,E
57035996,68,A
57035995,99,M
57035994,99,M
57035991,09,M
57035990,05,E
57035989,99,M
57035988,52,A
57035987,08,U
57035985,95,O
57035984,95,M
57035983,99,M
57035982,37,M
57035981,91,M
57035980,68,M
57035979,99,M
57035978,05,Q
57035977,59,Q
57035976,02,Q
57035975,02,D
57035974,52,M
57035973,65,A
57035970,99,M
57035969,99,M
57035967,99,H
57035966,69,D
57035966,02,D
57035965,99,M
57035965,35,M
57035965,43,M
57035964,08,M
57035963,56,H
57035963,01,H
57035962,56,D
57035961,56,O
57035960,56,H
57035959,TO,M
57035958,24,H
57035958,37,H
57035958,56,H
57035958,08,H
57035957,02,H
57035956,56,H
57035955,30,H
57035955,56,H
57035954,56,H
57035953,30,H
57035952,56,H
57035950,56,H
57035949,09,H
57035948,99,H
57035947,99,H
57035947,92,H
57035947,56,H
57035814,01,U
57035813,05,M
57035812,30,M
57035811,68,M
57035810,02,M
57035809,20,M
57035808,30,M
57035807,56,M
57035806,74,M
57035806,20,M
57035805,95,M
57035805,09,M
57035803,94,M
57035803,09,M
57035802,05,M
57035802,95,M
57035801,05,M
57035800,96,M
57035800,35,M
57035799,96,M
57035798,99,M
57035798,92,M
57035797,99,Q
57035796,05,M
57035795,35,M
57035794,05,M
57035794,99,M
57035794,43,M
57035793,61,M
57035792,99,M
57035791,95,M
57035790,02,M
57035789,76,M
57035788,70,H
57035788,01,H
57035787,99,A
57035152,65,M
57035151,50,F
57035150,06,E
57035149,01,D
57035148,01,M
57035147,99,Q
57035146,69,D
57035145,05,U
57035144,92,U
57035143,99,U
57035142,05,U
57035141,99,U
57035140,05,U
57035139,91,F
57035138,TN,M
57035137,99,M
57035136,OR,A
57035135,74,A
57035134,05,Q
57034784,52,A
57034783,91,F
57034782,50,M
57034782,85,M
57034781,45,F
57034780,02,F
57034780,85,F
57034780,52,F
57034779,54,U
57034778,30,U
57034777,37,M
57034776,PL,M
57034775,52,P
57034774,50,M
57034771,01,U
57034770,02,Q
57034769,05,M
57034768,TM,M
57034767,92,F
57034767,07,F
57034767,59,F
57034767,85,F
57034766,05,M
57034765,91,H
57034764,91,H
57034763,02,E
57034763,81,E
57034762,92,H
57034762,56,H
57034762,99,H
57034761,85,F
57034760,02,F
57034759,85,E
57034759,94,E
57034759,07,E
57034758,92,A
57034758,07,A
57034757,99,H
57034757,37,H
57034757,56,H
57034757,91,H
57034437,01,U
57034436,92,M
57034435,05,M
57034434,52,M
57034433,99,P
57034432,DI,M
57034431,05,M
57034429,56,A
57034428,99,M
57034427,02,E
57034426,08,U
57034425,TL,M
57034424,56,Q
57034423,99,M
57034422,02,H
57034421,TO,A
57034420,05,A
57034419,70,D
57034418,78,M
57034417,02,A
57034416,TN,H
57034414,99,M
57034414,32,M
57034413,56,D
57034412,50,A
57034411,50,E
57034410,85,A
57034409,50,D
57034408,56,D
57034407,09,M
57034407,65,M
57034407,99,M
57034406,56,H
57034406,01,H
57034405,TU,H
57034404,56,M
57034404,92,M
57034403,05,M
57034402,70,M
57034402,56,M
57034401,07,F
57034400,35,H
57034399,92,H
57034398,02,A
57034397,TO,M
57034396,02,Q
57034395,94,E
57034395,85,E
57034395,56,E
57034395,07,E
57034394,95,D
57034394,37,D
57034394,07,D
57034393,30,H
57034392,99,H
57034391,TO,H
57034390,37,O
57034389,37,D
57034388,56,H
57034388,08,H
57034388,37,H
57034387,30,H
57034386,99,H
57034385,08,H
57034050,01,U
57034049,01,U
57034048,01,U
57034047,01,U
57034046,01,U
57034045,01,U
57034039,PL,U
57034038,94,M
57034037,83,A
57034036,99,M
57034036,37,M
57034035,01,U
57034034,01,U
57034033,01,U
57034032,01,U
57034031,03,U
57034030,07,A
57034029,85,A
57034028,05,A
57034027,05,A
57034026,30,M
57034026,99,M
57034025,99,M
57034025,78,M
57034024,09,M
57034023,56,M
57034022,99,M
57034021,OR,Q
57034020,PL,Q
57034020,OR,Q
57034019,PL,Q
57034018,94,Q
57034017,08,M
57034016,70,M
57034015,08,M
57034014,08,P
57034013,52,P
57034012,02,Q
57034012,56,Q
57034011,07,F
57034010,02,A
57034008,91,M
57034008,05,M
57034007,GM,Q
57034006,30,M
57034006,85,M
57034006,99,M
57034005,99,A
57034005,37,A
57033822,70,M
57033820,02,M
57033819,02,M
57033818,08,M
57033817,61,M
57033816,61,M
57033815,43,M
57033814,49,M
57033814,76,M
57033812,99,M
57033811,99,M
57033810,03,M
57033810,99,M
57033807,99,M
57033806,TM,M
57033805,99,M
57033805,52,M
57033804,DI,M
57033803,99,M
57033803,07,M
57033802,99,M
57033802,90,M
57033801,02,M
57033801,43,M
57033799,92,D
57033799,56,D
57033798,56,D
57033797,99,M
57033796,99,M
57033796,65,M
57033276,94,F
57033275,02,F
57033274,02,F
57033273,07,Q
57033273,99,Q
57033272,05,A
57033271,99,Q
57033270,99,Q
57033269,99,A
57033268,85,E
57033267,56,E
57033266,56,A
57033265,02,A
57033264,45,E
57033263,99,A
57033262,85,A
57033261,37,O
57033261,69,O
57033261,02,O
57033261,95,O
57033260,52,O
57033260,15,O
57033259,92,Q
57033258,52,F
57033257,56,O
57033256,TM,O
57033254,07,A
57032898,01,M
57032897,99,A
57032896,99,A
57032895,02,A
57032895,85,A
57032895,95,A
57032895,40,A
57032894,TM,M
57032893,TN,M
57032892,02,E
57032890,02,M
57032890,46,M
57032889,46,M
57032889,99,M
57032888,TM,M
57032887,30,M
57032887,99,M
57032885,99,M
57032885,07,M
57032884,46,M
57032883,05,M
57032883,46,M
57032882,01,M
57032882,99,M
57032881,84,M
57032880,05,M
57032879,05,M
57032878,01,M
57032528,07,U
57032528,54,U
57032527,54,U
57032527,07,U
57032526,99,O
57032525,92,O
57032524,02,A
57032524,50,A
57032523,CU,M
57032522,01,U
57032522,08,U
57032520,TU,H
57032519,01,O
57032518,49,O
57032517,TO,D
57032517,TM,D
57032516,TM,O
57032516,TN,O
57032516,TO,O
57032514,80,M
57032513,50,H
57032512,CU,M
57032511,99,M
57032510,01,M
57032509,99,M
57032508,03,O
57032508,56,O
57032508,49,O
57032507,32,M
57032506,08,H
57032505,54,H
57032505,92,H
57032504,37,H
57032503,07,H
57032005,09,M
57032004,92,M
57032003,99,M
57032002,99,P
57032001,05,M
57032001,17,M
57031507,07,U
57031506,01,U
57031505,01,U
57031504,01,U
57031502,02,A
57031502,85,A
57031502,50,A
57031501,52,M
57031184,01,U
57031183,02,U
57031182,02,U
57031181,02,U
57031180,08,U
57031180,54,U
57031180,01,U
57031179,OR,M
57031178,99,M
57031178,02,M
57031176,44,H
57031176,94,H
57031176,56,H
57031176,01,H
57031175,TN,M
57031174,91,U
57031174,96,U
57031173,52,H
57031171,56,O
57031169,99,M
57031169,01,M
57031169,88,M
57031169,08,M
57031151,01,M
57031150,45,E
57031084,02,O
57031084,69,O
57031084,52,O
57030982,PL,M
57030775,59,H
57030775,07,H
57030551,08,H
57030551,99,H
57030551,07,H
57030550,59,H
57030550,03,H
57030494,52,M
57030463,52,M
57030452,05,M
57030423,52,M
57030411,OR,M
57030409,99,M
57030409,45,M
57030409,92,M
57030384,20,M
57030329,87,M
57030301,52,A
57030292,TO,M
57030260,83,M
57030260,99,M
57030259,46,M
57030259,06,M
57030258,99,M
57030258,02,M
57030257,02,M
57030257,99,M
57030256,99,M
57030255,99,M
57030254,88,M
57030254,99,M
57030254,01,M
57030253,56,M
57030252,83,M
57030252,99,M
57030251,02,M
57030250,20,M
57030247,01,M
57030199,52,M
57030167,30,U
57030166,30,U
57030153,02,U
57030151,02,U
57030150,81,M
57030134,99,M
57030103,OR,M
57030086,85,M
57030068,85,A
57030056,PL,Q
57030040,57,M
57030040,14,M
57030039,PL,M
57030038,TM,M
57030037,01,M
57030036,65,M
57030035,01,M
57030034,20,M
57030032,08,M
57030031,99,M
57030029,05,M
57030029,99,M
57030028,59,M
57030027,99,H
57030026,43,H
57030025,05,H
57030015,92,H
57030013,56,H
57030011,08,M
57030010,88,M
57030009,09,M
57030008,26,M
57030007,05,M
57030005,01,M
57030004,02,M
57030003,08,M
57030002,20,M
57029805,99,M
57029404,43,M
57029404,85,M
57029404,02,M
57029404,55,M
57029404,98,M
57029404,96,M
57028279,92,M
57028270,38,U
57027765,06,U
57027764,79,M
57027762,08,U
57027761,08,U
57027760,08,U
57027759,85,M
57027756,70,M
57027753,83,A
57027749,PL,M
57027744,43,M
57027743,20,M
57027728,75,O
57027720,TO,M
57027719,05,M
57027719,43,M
57027718,08,M
57027716,92,U
57027715,99,U
57027714,43,U
57027706,30,H
57027124,83,E
57027123,07,D
57027122,85,E
57027120,99,A
57027119,61,A
57027118,99,A
57027117,20,A
57027114,95,O
57026729,99,H
57026728,78,F
57026727,99,M
57026724,99,Q
57026724,94,Q
57026723,43,Q
57026722,69,D
57026721,92,O
57026719,56,D
57026718,56,O
57026717,08,M
57026717,94,M
57026714,99,M
57026317,99,U
57026317,08,U
57026315,02,U
57026314,40,Q
57026312,95,O
57026311,30,U
57026311,08,U
57026311,43,U
57026310,99,M
57026309,99,Q
57026032,92,M
57026030,02,U
57026029,78,M
57026026,32,U
57026025,88,M
57026024,99,M
57026021,92,M
57026020,44,H
57026019,56,H
57026019,44,H
57026019,70,H
57026018,99,M
57026017,92,H
57026015,99,E
57026014,02,U
57026012,08,M
57026011,02,D
57026010,99,M
57026009,30,M
57026008,PL,M
57026007,OR,M
57026006,OR,M
57026006,PL,M
57026005,OR,M
57026004,07,Q
57026003,35,Q
57026002,07,A
57026001,61,A
57026000,68,A
57025999,15,A
57025998,83,E
57025997,83,E
57025997,07,E
57025996,95,A
57025995,02,A
57025993,05,M
57025992,TM,M
57025991,83,E
57025990,05,E
57025989,65,A
57025988,99,M
57025987,08,U
57025986,99,M
57025984,43,M
57025983,08,Q
57025983,99,Q
57025982,08,M
57025982,99,M
57025981,99,M
57025980,99,M
57025978,99,M
57025977,CU,M
57025976,99,M
57025975,99,M
57025974,99,M
57025973,PL,M
57025970,99,M
57025969,94,O
57025967,99,H
57025966,99,M
57025965,05,A
57025963,70,H
57025963,08,H
57025963,99,H
57025961,92,H
57025960,TS,M
57025959,39,H
57025959,02,H
57025959,51,H
57025958,08,H
57025958,56,H
57025958,91,H
57025957,01,M
57025957,99,M
57025957,11,M
57025956,35,M
57025956,37,M
57025956,85,M
57025955,57,H
57025954,96,H
57025953,92,H
57025952,99,H
57025951,99,H
57025950,92,H
57025950,56,H
57025950,99,H
57025949,30,H
57025948,09,H
57025814,99,M
57025814,02,M
57025813,05,M
57025813,92,M
57025812,30,M
57025811,43,M
57025811,02,M
57025810,01,M
57025809,36,M
57025808,99,M
57025807,02,M
57025807,37,M
57025807,99,M
57025806,30,M
57025805,99,M
57025804,99,M
57025803,76,H
57025802,43,H
57025801,40,M
57025801,31,M
57025801,06,M
57025801,95,M
57025801,05,M
57025800,92,P
57025799,CU,M
57025799,99,M
57025798,05,M
57025797,99,Q
57025796,06,M
57025795,43,M
57025795,99,M
57025794,56,M
57025793,09,M
57025792,50,E
57025792,02,E
57025792,99,E
57025791,02,M
57025790,01,H
57025789,01,H
57025152,83,E
57025151,06,E
57025150,01,D
57025149,02,A
57025147,92,U
57025144,99,U
57025143,TO,M
57025141,TN,M
57025140,TO,M
57025139,TM,M
57025138,06,M
57025136,10,D
57025136,95,D
57025135,99,Q
57025134,99,P
57024785,50,F
57024784,68,A
57024783,91,F
57024782,52,Q
57024781,52,Q
57024781,92,Q
57024780,08,Q
57024780,56,Q
57024779,99,M
57024778,OR,M
57024777,80,M
57024776,02,F
57024775,01,M
57024772,01,U
57024771,02,Q
57024770,09,M
57024768,TM,M
57024767,56,M
57024766,92,H
57024765,56,H
57024764,05,M
57024764,37,M
57024762,30,H
57024760,50,Q
57024760,66,Q
57024760,99,Q
57024757,69,E
57024440,08,U
57024437,01,U
57024436,30,H
57024435,55,O
57024434,02,M
57024432,02,H
57024431,02,A
57024430,76,A
57024429,05,M
57024428,01,M
57024427,08,U
57024426,02,A
57024425,99,Q
57024424,56,Q
57024422,56,O
57024421,99,M
57024420,69,D
57024419,TM,A
57024417,TO,H
57024416,50,O
57024415,94,O
57024414,56,O
57024413,94,D
57024412,56,E
57024411,02,A
57024410,08,H
57024409,TC,H
57024408,05,M
57024408,99,M
57024407,56,H
57024407,37,H
57024407,66,H
57024407,02,H
57024406,TN,H
57024405,TN,M
57024404,06,M
57024403,37,M
57024402,56,H
57024401,07,F
57024400,69,H
57024400,37,H
57024399,45,H
57024398,02,D
57024397,05,M
57024396,92,Q
57024395,73,A
57024395,02,A
57024394,99,H
57024393,TM,H
57024392,05,H
57024391,92,H
57024391,37,H
57024390,56,H
57024390,52,H
57024389,57,H
57024388,37,H
57024387,09,H
57024386,91,H
57024385,30,H
57024049,02,U
57024048,01,U
57024047,01,U
57024042,PL,U
57024041,PL,U
57024040,PL,U
57024039,45,M
57024038,01,U
57024037,01,U
57024036,01,U
57024035,99,M
57024035,01,M
57024034,PL,M
57024033,OR,M
57024032,OR,M
57024031,OR,M
57024030,OR,Q
57024029,OR,Q
57024028,OR,Q
57024027,PL,A
57024026,52,A
57024025,99,A
57024024,45,A
57024023,OR,Q
57024022,OR,Q
57024021,PL,Q
57024020,PL,Q
57024019,OR,Q
57024018,56,P
57024017,99,M
57024016,43,M
57024014,85,E
57024014,05,E
57024013,02,E
57024012,52,A
57024011,85,M
57024010,99,Q
57024009,92,A
57024009,56,A
57024008,02,M
57024008,99,M
57024007,02,U
57024006,TO,A
57024006,TM,A
57024005,37,O
57024005,15,O
57023824,01,M
57023823,OR,M
57023822,15,M
57023821,52,M
57023820,05,M
57023818,05,M
57023817,05,M
57023817,40,M
57023816,40,M
57023815,08,M
57023815,70,M
57023814,99,M
57023813,70,M
57023813,99,M
57023812,05,M
57023811,99,M
57023811,52,M
57023810,02,M
57023809,02,M
57023808,57,M
57023807,07,M
57023806,05,M
57023805,35,M
57023805,99,M
57023805,05,M
57023804,81,M
57023803,99,M
57023802,99,M
57023802,95,M
57023801,02,E
57023801,85,E
57023800,05,M
57023798,56,M
57023797,56,M
57023796,65,M
57023796,99,M
57023780,99,A
57023779,99,E
57023778,08,M
57023777,07,A
57023776,99,E
57023775,99,M
57023775,06,M
57023725,37,M
57023725,69,M
57023725,09,M
57023657,99,D
57023656,05,E
57023656,85,E
57023277,02,M
57023276,02,M
57023275,98,M
57023274,98,M
57023273,02,E
57023272,05,A
57023271,43,A
57023270,35,Q
57023269,50,E
57023268,95,A
57023266,02,E
57023265,02,E
57023264,02,E
57023263,45,E
57023262,48,O
57023261,50,E
57023260,02,E
57023259,08,Q
57023259,50,Q
57023258,02,Q
57023257,50,O
57023257,56,O
57023257,92,O
57023256,52,Q
57023256,92,Q
57022898,99,Q
57022897,05,M
57022896,TN,M
57022895,TN,M
57022894,85,M
57022892,95,Q
57022891,01,M
57022891,99,M
57022890,85,M
57022889,92,E
57022889,85,E
57022888,02,M
57022888,05,M
57022887,56,D
57022887,07,D
57022886,69,M
57022886,99,M
57022884,90,M
57022883,99,M
57022882,85,M
57022882,01,M
57022882,99,M
57022881,50,M
57022880,99,Q
57022879,TO,E
57022879,TN,E
57022879,TM,E
57022878,TU,M
57022529,07,U
57022529,54,U
57022528,PL,M
57022527,PL,Q
57022526,PL,M
57022525,OR,M
57022524,07,U
57022524,59,U
57022524,52,U
57022524,08,U
57022524,02,U
57022524,43,U
57022523,02,F
57022522,TO,H
57022521,TC,H
57022520,99,M
57022519,01,O
57022517,28,H
57022516,43,H
57022516,20,H
57022515,63,H
57022514,52,O
57022514,08,O
57022513,30,M
57022512,99,M
57022511,PL,M
57022510,99,M
57022509,01,M
57022507,35,H
57022507,56,H
57022506,30,H
57022506,99,H
57022505,30,H
57022505,56,H
57022505,99,H
57022504,56,H
57022503,08,H
57022004,56,Q
57022003,43,M
57022002,99,P
57022001,17,M
57022001,05,M
57021508,07,U
57021508,48,U
57021507,48,U
57021506,01,U
57021505,01,U
57021504,01,U
57021503,50,A
57021502,40,A
57021501,50,A
57021501,07,A
57021501,63,A
57021185,02,U
57021184,02,U
57021183,02,U
57021182,02,U
57021181,54,U
57021181,01,U
57021180,54,U
57021180,01,U
57021179,01,M
57021179,TM,M
57021179,08,M
57021178,99,H
57021177,30,H
57021176,08,M
57021176,37,M
57021176,99,M
57021175,85,M
57021174,84,M
57021173,98,H
57021172,98,H
57021119,11,F
57021028,PL,M
57021025,14,M
57021025,02,M
57020841,40,Q
57020790,87,H
57020790,37,H
57020790,02,H
57020790,56,H
57020766,99,M
57020760,43,H
57020697,TC,H
57020656,OR,H
57020655,01,H
57020655,99,H
57020655,50,H
57020655,43,H
57020655,08,H
57020654,01,H
57020653,50,H
57020653,01,H
57020652,01,H
57020651,56,H
57020651,78,H
57020650,56,H
57020638,PL,H
57020638,OR,H
57020618,56,H
57020618,87,H
57020618,01,H
57020550,54,H
57020462,20,M
57020453,15,M
57020452,05,M
57020451,02,D
57020450,87,E
57020434,70,M
57020408,43,M
57020406,52,M
57020379,OR,M
57020363,PL,M
57020363,OR,M
57020362,45,A
57020352,52,M
57020268,05,A
57020266,05,M
57020265,47,U
57020264,70,M
57020264,56,M
57020261,05,E
57020260,99,M
57020260,83,M
57020259,31,M
57020259,99,M
57020258,99,M
57020258,02,M
57020256,05,M
57020256,88,M
57020255,99,M
57020255,88,M
57020254,05,M
57020253,99,M
57020253,83,M
57020252,99,M
57020252,52,M
57020251,88,M
57020243,52,M
57020242,01,M
57020217,99,M
57020217,20,M
57020215,88,M
57020215,55,M
57020197,03,U
57020196,03,U
57020195,PL,U
57020194,PL,U
57020193,43,M
57020155,84,M
57020153,02,U
57020152,01,M
57020151,07,M
57020131,40,Q
57020129,52,Q
57020127,52,Q
57020124,08,Q
57020116,OR,Q
57020115,PL,M
57020113,15,M
57020113,30,M
57020087,20,M
57020058,OR,Q
